cle_unique;emplacement_source;datetime_ingestion;privacy_level;entreprise;date;review_titre;status_employe;lieu;recommande;commentaire;avantage;incovenient
167100130927431928933795460089271459864;13710-AVIS-SOC-GLASSDOOR-E476908_P2.html;2021-03-21 17:30:31;0;CACIB;May 29, 2019; Entreprise humaine ;Employé actuel - Associate TMT;Paris;Recommande;Je travaille chez CACIB à temps plein depuis plus de 3 ans;Banque leader dans le financement Bon équilibre vie perso / travail Comité d'entreprise avantageux;Pas d’avantages pour les employés
315403759643219727407877325879577024071;13710-AVIS-SOC-GLASSDOOR-E476908_P2.html;2021-03-21 17:30:31;0;CACIB;May 28, 2019; Gestionnaire back ;Employé actuel - Employé anonyme;NULL;Ne recommande pas;Je travaille chez CACIB à temps plein;EXCELLENT rien à redire tout est parfait;les cantines doit être mieux gérée
294639274702820976479946943882791620086;13710-AVIS-SOC-GLASSDOOR-E476908_P2.html;2021-03-21 17:30:31;0;CACIB;May 26, 2019; Bonne entreprise en général ;Employé actuel - Employé anonyme;NULL;Ne recommande pas;Je travaille chez CACIB à temps plein;Rémunération (salaires, bonus, primes), CE, avantages bancaires;Efforts à faire sur suivi de l'évolution des collaborateurs
42897872463328081285240993028275222159;13710-AVIS-SOC-GLASSDOOR-E476908_P2.html;2021-03-21 17:30:31;0;CACIB;May 22, 2019; Charge d’Affaires Agency ;Ancien employé - Employé anonyme;NULL;Recommande;J'ai travaillé chez CACIB à temps plein;Cantine, Chèques Vacances, CE, mutuelle, campus;Perspectives de carrière, évolution de salaire
331506893656858189117134840137679909708;13710-AVIS-SOC-GLASSDOOR-E476908_P2.html;2021-03-21 17:30:31;0;CACIB;May 21, 2019; Avis CACIB ;Employé actuel - Employé anonyme;NULL;Recommande;Je travaille chez CACIB à temps plein;Bon CE, bonus, intéressement, bonne situation géographique du site de Montrouge, chèques vacances, restauration d'entreprise,  bonne mutuelle, agence bancaire des salariés, télétravail;Pas d’avantages pour les employés
311975611254100295708226510706915140357;13710-AVIS-SOC-GLASSDOOR-E476908_P2.html;2021-03-21 17:30:31;0;CACIB;May 21, 2019; BFI ;Employé actuel - Employé anonyme;NULL;Ne recommande pas;Je travaille chez CACIB à temps plein;une des quelques grandes BFI française;en général sur une position défensive
143495726944144582081980024606062259990;13710-AVIS-SOC-GLASSDOOR-E476908_P2.html;2021-03-21 17:30:31;0;CACIB;May 7, 2019; Cadre de travail agréable et bienveillant ;Ancien employé - Origination Financement;Montrouge;Recommande;J'ai travaillé chez CACIB à temps plein moins d'un an;Equilibre travail - vie privée Avantages sociaux considérables: congés payés + RTT (quasi 9 semaines en tout) participation et intéressement, CE intéressant.. Campus de Montrouge qui est un cadre de qualité;Cadre très hiérarchisé et redondance des tâches au bout d'un certain temps mais qui est commun à tout métier dans la banque et pas que le milieu bancaire
133128058945093637896911006881422258979;13710-AVIS-SOC-GLASSDOOR-E476908_P2.html;2021-03-21 17:30:31;0;CACIB;May 6, 2019; Bonne expérience mais technologies austères ;Employé actuel - Développeur BI;Montrouge;Recommande;Je travaille chez CACIB à temps plein depuis plus d'un an;Avantages sociaux (primes, CE) Beaucoup de choses à apprendre;Technologies austères, non innovantes (windows 7, IE, SVN, outils non à jour...) Trop de procédures, besoin d'autorisations pour tout  Les gens préfèrent s'écrire des mails plutôt que de se parler directement
79720952209055795612720443804471656387;13710-AVIS-SOC-GLASSDOOR-E476908_P2.html;2021-03-21 17:30:31;0;CACIB;May 2, 2019; Mauvaise gestion ;Employé actuel - Analyste KYC;Montrouge;Ne recommande pas;Je travaille chez CACIB à temps plein depuis plus de 5 ans;comité d'entreprise (voyages et réductions sur les places de cinéma, etc.), plan d'épargne d'entreprise;Pas d’avantages pour les employés
77624684421941946893477968209492921411;13646-AVIS-SOC-GLASSDOOR-E3489_P1.html;2021-03-21 17:30:31;0;LVMH;Dec 5, 2019; très belle école marketing mais culture d'entreprise décevante ;Ancien employé - Employé anonyme;NULL;Ne recommande pas;J'ai travaillé chez LVMH à temps plein;Marques exceptionnelles Ecole de marketing Mobilité internationale;culture d'entreprise peu moderne et assez malveillante
109048659030100683371694063694393735025;13646-AVIS-SOC-GLASSDOOR-E3489_P1.html;2021-03-21 17:30:31;0;LVMH;Nov 17, 2019; / ;Employé actuel - Employé anonyme;NULL;Ne recommande pas;Je travaille chez LVMH à temps plein;Intéressent et participation avantageuse, cadre de travail agréable;Salaire, perspectives d'évolution assez faible
22505950332533812044960686829041478211;13646-AVIS-SOC-GLASSDOOR-E3489_P1.html;2021-03-21 17:30:31;0;LVMH;Oct 28, 2019; Bon ;Employé actuel - Employé anonyme;NULL;Recommande;Je travaille chez LVMH à temps plein;Ambiance, flexibilité, salaire, horaires, projets;Localisation et charge de travail
263307334435332073198894223112357620003;13646-AVIS-SOC-GLASSDOOR-E3489_P1.html;2021-03-21 17:30:31;0;LVMH;Oct 28, 2019; Bonne entreprise avec des perspectives intéressantes ;Employé actuel - Employé anonyme;Paris;Recommande;Je travaille chez LVMH à temps plein depuis plus d'un an;Accès aux ventes de certaines maisons, bon CE, bonne mutuelle, participation à certains événements liés au groupe, bon salaire.;Pas d’avantages pour les employés
107235618061851460313849366228907582635;13646-AVIS-SOC-GLASSDOOR-E3489_P1.html;2021-03-21 17:30:31;0;LVMH;Oct 9, 2019; Bon formateur ;Ancien employé - Employé anonyme;NULL;Recommande;J'ai travaillé chez LVMH à temps plein;L 'exigence et la culture de marque, tres formateur pour des junior;Pas d’avantages pour les employés
290684649109285090456124757438723400041;13646-AVIS-SOC-GLASSDOOR-E3489_P1.html;2021-03-21 17:30:31;0;LVMH;Oct 7, 2019; Magnifiques opportunités! ;Employé actuel - Employé anonyme;NULL;Ne recommande pas;Je travaille chez LVMH à temps plein;Ouverture internationale, renommée, diversité des profils, du challenge, des défis!;Peu d'inconvénients à souligner chez LVMH.
200672673074011980554175975395027332926;13646-AVIS-SOC-GLASSDOOR-E3489_P1.html;2021-03-21 17:30:32;0;LVMH;Sep 25, 2019; Excellence ;Employé actuel - Employé anonyme;NULL;Ne recommande pas;Je travaille chez LVMH à temps plein;Terrain de jeu sans limites;Forte résilience et capacité de travail
239399308012061039530219161967929685276;13646-AVIS-SOC-GLASSDOOR-E3489_P1.html;2021-03-21 17:30:32;0;LVMH;Sep 18, 2019; Bon employeur ;Employé actuel - Chef De Produits;Paris;Recommande;Je travaille chez LVMH à temps plein depuis moins d'un an;Bonne rémunération, beaux produits sur lesquels travailler, prime d'intéressement;L'ambiance de travail peut être compliquée, tout dépend de l'équipe dans laquelle on tombe Equilibre vie privée/vie pro pas réellement respecté
338377190136206884944441614622237221457;13646-AVIS-SOC-GLASSDOOR-E3489_P1.html;2021-03-21 17:30:32;0;LVMH;Jun 20, 2019; Avis environnement ;Employé actuel - Employé anonyme;NULL;Recommande;Je travaille chez LVMH à temps plein;International Ambiance salaire carrière evolution;Horaires manque de dynamisme affaires
193747898664758945127579019382653301456;13691-AVIS-SOC-GLASSDOOR-E1130973_P1.html;2021-03-21 17:30:32;0;Groupe Adéquat;Oct 17, 2019; Peu d'avantage ;Ancien employé - Employé anonyme;NULL;Approuve le PDG;J'ai travaillé chez Groupe Adéquat à temps plein;Bienveillance, autonomie pour les commerciaux.;Pas de 13ème mois, ni de RTT, salaires assez bas.
215122312169418999115006766081101635540;13691-AVIS-SOC-GLASSDOOR-E1130973_P1.html;2021-03-21 17:30:32;0;Groupe Adéquat;Sep 16, 2019; Avantages ;Ancien employé - Employé anonyme;NULL;Ne recommande pas;J'ai travaillé chez Groupe Adéquat à temps partiel;Bonne n e ambiance Rtt une demi journée pour chaque salarié;Pas de ce Car franchise
70025805532500177623696441366877198972;13691-AVIS-SOC-GLASSDOOR-E1130973_P1.html;2021-03-21 17:30:32;0;Groupe Adéquat;Jul 18, 2019; Il y a bien mieux ;Ancien employé - Employé anonyme;NULL;Ne recommande pas;J'ai travaillé chez Groupe Adéquat à temps plein;Mutuelle et carte Tickets restaurants;Pas d’avantages pour les employés
174182953897412419579933704259311417536;13691-AVIS-SOC-GLASSDOOR-E1130973_P1.html;2021-03-21 17:30:32;0;Groupe Adéquat;May 25, 2019; Assistante commerciale ;Employé actuel - Employé anonyme;NULL;Recommande;Je travaille chez Groupe Adéquat à temps plein;Commissions atteignable 150 euros de carte resto par mois Mutuelle intéréssante Prime intéressement;Salaire fixe pas très élevé mais les autres avantages compenses
4312712060508925690919184108873523289;13691-AVIS-SOC-GLASSDOOR-E1130973_P1.html;2021-03-21 17:30:32;0;Groupe Adéquat;Jan 5, 2019; pourrait mieux faire ;Employé actuel - assistante juridique;NULL;Recommande;Je travaille chez Groupe Adéquat à temps plein;bonne ambiance, tickets restaurants, mutuelle bonne et réactive;pas d'avantages sociaux hormis les tickets restaurants,
183928649738145763162004210930390731182;13691-AVIS-SOC-GLASSDOOR-E1130973_P1.html;2021-03-21 17:30:32;0;Groupe Adéquat;Dec 18, 2018; Groupe familial à taille humaine ;Ancien employé - Reponsable D'agence;Grenoble;Recommande;J'ai travaillé chez Groupe Adéquat à temps plein plus de 5 ans;Autonomie, flexibilité, culture d'entreprise, évolution de carrière;Manque de moyens informatiques, retard dématérialisation
249183277267667494371558951891085379323;13691-AVIS-SOC-GLASSDOOR-E1130973_P1.html;2021-03-21 17:30:32;0;Groupe Adéquat;Nov 7, 2018; Mission intérimaire ;;NULL;Recommande;Je travaille chez Groupe Adéquat à ;Les missions proposés sont fréquentes;Les horaires, mission trop courte 4/5h
44501305435005168947427589923309904745;13691-AVIS-SOC-GLASSDOOR-E1130973_P1.html;2021-03-21 17:30:32;0;Groupe Adéquat;Oct 3, 2018; Avis général ;Ancien employé - Employé anonyme;NULL;Ne recommande pas;J'ai travaillé chez Groupe Adéquat à temps plein;Les tâches sont très variées.;Trop de travail pour une petite équipe.
290665779181801337177245603489332095983;13691-AVIS-SOC-GLASSDOOR-E1130973_P1.html;2021-03-21 17:30:32;0;Groupe Adéquat;Jan 2, 2018; Les valeurs du groupe ne sont pas un leurre ;Employé actuel - Consultant recrutement;Lyon;Recommande;Je travaille chez Groupe Adéquat à temps plein depuis plus de 3 ans;Travailler dans une société où la simplicité et l'humain sont au coeur de la structure. Bienveillance en interne pour que être bienveillant avec nos candidats et intérimaires.  Les salaires fixes ne sont pas énormes mais le variable est important et ACCESSIBLE !  La direction n'est qu'à un ou deux niveau au dessus de chaque employé ! Vous pouvez communiquer avec votre DG sans problème;Pas d’avantages pour les employés
176224553093886966204502485851695605797;13559-AVIS-SOC-GLASSDOOR-E13824_P1.html;2021-03-21 17:30:32;0;SolidWorks;Mar 18, 2017; Etudiant enim ;Employé actuel - Employé anonyme;Metz;Ne recommande pas;Je travaille chez SolidWorks à temps plein depuis plus de 3 ans;école sérieuse, formant de bons ingénieurs, reconnu auprès de l'industrie;relation avec le corps enseignant
116358492443187950219793738100761136858;13746-AVIS-SOC-GLASSDOOR-E589990_P1.html;2021-03-21 17:30:32;0;Capgemini Invent;Dec 12, 2019; 100 à l’heure ;Employé actuel - Principal;Issy;Recommande;Je travaille chez Capgemini Invent à temps plein depuis plus de 3 ans;Environnement extrêmement stimulant avec des équipes très brillantes. Rôle de conseil en management avec un focus digital et data très opérationnel et concret - tres complet;Demande une certaine résilience - gros horaires - et une grande autonomie - processus et management pas très cadré
142991484385331553950421622323859334831;13746-AVIS-SOC-GLASSDOOR-E589990_P1.html;2021-03-21 17:30:32;0;Capgemini Invent;Nov 25, 2019; Bon tremplin ;Employé actuel - Manager;NULL;Recommande;Je travaille chez Capgemini Invent à temps plein depuis plus de 5 ans;Mobilité internationale, diversité des projets, culture;Horaires, niveau de rémunération en comparaison avec les petits cabinets
213427194138636942448312565170260742037;13746-AVIS-SOC-GLASSDOOR-E589990_P1.html;2021-03-21 17:30:32;0;Capgemini Invent;Nov 21, 2019; Une excellente école du conseil en tranfo digitale ;Employé actuel - Senior Consultant;Paris;Ne recommande pas;Je travaille chez Capgemini Invent à temps plein depuis moins d'un an;Des clients, secteurs et missions très variés la possibilité de se former;Cabinet de conseil de très grande taille mais des pôles de compétences à taille plus humaine
225752107139388552437173093053441259409;13746-AVIS-SOC-GLASSDOOR-E589990_P1.html;2021-03-21 17:30:32;0;Capgemini Invent;Nov 15, 2019; Pas mal ;Employé actuel - Employé anonyme;NULL;Ne recommande pas;Je travaille chez Capgemini Invent à temps plein;Bonne ambiance Bon accompagnement de carrière;Pas d’avantages pour les employés
159256603296038516658093863140963327287;13746-AVIS-SOC-GLASSDOOR-E589990_P1.html;2021-03-21 17:30:32;0;Capgemini Invent;Nov 14, 2019; Perte de temps ;Ancien employé - Consultant;Paris;Ne recommande pas;J'ai travaillé chez Capgemini Invent à temps plein moins d'un an;- Bon apprentissage de la réalité du travail en SSII - Bon CE;- Grave problème de staffing: des consultants sur le bench des mois durant sans perspective d’amélioration ni de possibilité de monter en compétence. Lorsqu’un besoin arrive, les managers se battent  pour placer les consultants de leur entité sans prendre en compte les compétences de ceux-ci. La longueur du process de recrutement (6+ mois voir plus d’un an) devrait permettre une meilleure maîtrise de ces périodes... mais en vain : de nouvelles recrues arrivent chaque mois pour cirer le banc de touche... - Des missions très tournées vers les DSI/l’IT, on reste dans une SSII - Management pyramidal, alors que l’apprentissage se fait sur le tas
59099016623352670216320427532683493051;13746-AVIS-SOC-GLASSDOOR-E589990_P1.html;2021-03-21 17:30:32;0;Capgemini Invent;Nov 13, 2019; Innovation en externe et en interne ;Employé actuel - Learning Business Partner;Issy;Recommande;Je travaille chez Capgemini Invent à temps partiel depuis moins d'un an;L'innovation au coeur de toutes les initiatives en externe (clients) et en interne (Digital Workplace) Efforts sur le Work-Life Balance Grande ouverture d'esprit et place pour l'impertinence constructive Humanité, équipes  7 très belles valeurs, traduites dans le quotidien;Outils internes et process à améliorer ("les cordonniers les plus mal chaussés...")
108299122489667539893709620319556873140;13746-AVIS-SOC-GLASSDOOR-E589990_P1.html;2021-03-21 17:30:33;0;Capgemini Invent;Nov 12, 2019; Bonne ;Employé actuel - Employé anonyme;Paris;Recommande;Je travaille chez Capgemini Invent à temps plein;salaire attractif + avantages beau lieu de travail (147) missions formatrices agilité et positionnement marché qualité des people bons managers recherche de valeur client et d'innovation;outils internes  sont souvent perfectibles
305189449245874203737812443644022468981;13746-AVIS-SOC-GLASSDOOR-E589990_P1.html;2021-03-21 17:30:33;0;Capgemini Invent;Nov 12, 2019; Capgemini Invent, société à la fois dynamique qui a pris le tournant du digital et humaine ;Employé actuel - Employé anonyme;Issy;Recommande;Je travaille chez Capgemini Invent à temps plein;La qualité et la valeur de l'ensemble des personnes avec lesquelles j'ai eu l'occasion de travailler depuis 14 ans.  L'ambition et le renouvellement permanent de cette société qui aujourd'hui apporte une réponse de bout en bout à nos clients. Les valeurs de cette société qui se vivent au quotidien : l'honnêteté, l'audace, la confiance, la liberté, la solidarité, la simplicité et le plaisir. Capgemini Invent est... labellisée "Great Place To Work" et je confirme que c'est vrai !;Pas d’avantages pour les employés
146311180770334730633793961309117800360;13746-AVIS-SOC-GLASSDOOR-E589990_P1.html;2021-03-21 17:30:33;0;Capgemini Invent;Oct 30, 2019; Très bon ;Employé actuel - Senior Consultant;Paris;Recommande;Je travaille chez Capgemini Invent à temps plein depuis plus d'un an;Liberté, humilité, bienveillance, effort sur la formation et la valorisation des consultants;Peu d'esprit de corps, rémunération un peu en dessous du marché
315567262327260978328062281392595881231;13596-AVIS-SOC-GLASSDOOR-E111193_P1.html;2021-03-21 17:30:33;0;Lacoste;Oct 17, 2019; Malhonnêtes ;Ancien employé - Sales Assistant;Fribourg;Ne recommande pas;J'ai travaillé chez Lacoste à temps plein plus de 3 ans;Ne recommande pas;Pas d’avantages pour les employés
334573795704030199007519145757935537785;13596-AVIS-SOC-GLASSDOOR-E111193_P1.html;2021-03-21 17:30:33;0;Lacoste;Oct 14, 2019; Peu d'importance a l humain ;Ancien employé - Employé anonyme;NULL;Ne recommande pas;J'ai travaillé chez Lacoste à temps plein;Ne recommande pas;Pas d’avantages pour les employés
78509963973996209688945798604841220780;13596-AVIS-SOC-GLASSDOOR-E111193_P1.html;2021-03-21 17:30:33;0;Lacoste;Sep 12, 2019; Avis ;Employé actuel - Employé anonyme;NULL;Ne recommande pas;Je travaille chez Lacoste à temps plein;Ne recommande pas;Pas d’avantages pour les employés
77427800532683388874605922921154937741;13596-AVIS-SOC-GLASSDOOR-E111193_P1.html;2021-03-21 17:30:33;0;Lacoste;Jul 26, 2019; Croissance forte et équipe compétente ;;NULL;Recommande;Je travaille chez Lacoste à ;Ne recommande pas;Pas d’avantages pour les employés
129277005098448777188343488670279751332;13596-AVIS-SOC-GLASSDOOR-E111193_P1.html;2021-03-21 17:30:33;0;Lacoste;Jul 18, 2019; Bonne experience ;Employé actuel - Employé anonyme;NULL;Ne recommande pas;Je travaille chez Lacoste à temps plein;Ne recommande pas;Pas d’avantages pour les employés
217858230680195150897296073970018985549;13596-AVIS-SOC-GLASSDOOR-E111193_P1.html;2021-03-21 17:30:33;0;Lacoste;Jul 16, 2019; Good ;Employé actuel - Employé anonyme;NULL;Recommande;Je travaille chez Lacoste à temps plein;Ne recommande pas;Pas d’avantages pour les employés
180138856304253224848671948888017412080;13596-AVIS-SOC-GLASSDOOR-E111193_P1.html;2021-03-21 17:30:33;0;Lacoste;Jun 19, 2019; Très bien ;Ancien employé - Employé anonyme;NULL;Recommande;J'ai travaillé chez Lacoste à temps plein;Ne recommande pas;Pas d’avantages pour les employés
312233154631251846690586011027532673464;13596-AVIS-SOC-GLASSDOOR-E111193_P1.html;2021-03-21 17:30:33;0;Lacoste;Apr 17, 2019; Avantages basiques ;Employé actuel - Contrôleur De Gestion;Paris;Recommande;Je travaille chez Lacoste à temps plein depuis plus de 3 ans;Ne recommande pas;Pas d’avantages pour les employés
2418708101230211791753990497801748510;13596-AVIS-SOC-GLASSDOOR-E111193_P1.html;2021-03-21 17:30:33;0;Lacoste;Mar 20, 2019; Vendeur ;Ancien employé - Employé anonyme;NULL;Ne recommande pas;J'ai travaillé chez Lacoste à temps plein;Ne recommande pas;Pas d’avantages pour les employés
86245142491337562625471437989960348007;13714-AVIS-SOC-GLASSDOOR-E10777_P2.html;2021-03-21 17:30:33;0;Lectra;May 11, 2018; De merveilleux collègues et une grande expertise. ;Ancien employé - service client;Cestas;Recommande;J'ai travaillé chez Lectra à temps plein plus de 3 ans;Grand environnement dans le sud-ouest de la France, une entreprise de haute technologie dans le secteur de la mode, des collègues passionnés et expérimentés dotés d'un esprit d'équipe.;Gestion à la vieille école, le développement personnel ne fait clairement pas partie de la valeur de l'entreprise.
236705900227983701178137940501759619637;13714-AVIS-SOC-GLASSDOOR-E10777_P2.html;2021-03-21 17:30:33;0;Lectra;Apr 25, 2018; Je ne recommanderais pas Lectra ;Employé actuel - Employé anonyme;NULL;Ne recommande pas;Je travaille chez Lectra à temps plein;Environnement très international Profils variés et intéressants Beaucoup d'intelligence;management autoritaire culture du licenciement peu de respect des collaborateurs
233025004646495918195356918944353032928;13714-AVIS-SOC-GLASSDOOR-E10777_P2.html;2021-03-21 17:30:33;0;Lectra;Jan 22, 2018; Lectra ;Employé actuel - technicien d'atelier;Cestas;Recommande;Je travaille chez Lectra à temps plein depuis plus de 5 ans;Des horaires de confiance , aucune badgeuse;salaires , nous ne sommes pas régularisé par rapport au travail fourni. prime basse par rapport au bénéfice et intéressement.
171929588848377584134333872837174732125;13714-AVIS-SOC-GLASSDOOR-E10777_P2.html;2021-03-21 17:30:33;0;Lectra;Nov 20, 2017; Apprentissage ;Employé actuel - Assistant Chef De Projet;Paris;Recommande;Je travaille chez Lectra à temps plein depuis plus d'un an;Entreprise internationale, mobilité interne encouragée, ambiance de travail très agréable;Anglais indispensable, mobilité et réactivité demandés
267519294702825435028861194167013844349;13714-AVIS-SOC-GLASSDOOR-E10777_P2.html;2021-03-21 17:30:33;0;Lectra;Nov 19, 2017; Bon compromis ;Ancien employé - Business Partner;Grenoble;Recommande;J'ai travaillé chez Lectra à temps plein plus d'un an;Salaire dans la moyenne mais bon cadre de vie;Peu de délégation, priorités changeantes...
186445015340040376705553947906553780363;13714-AVIS-SOC-GLASSDOOR-E10777_P2.html;2021-03-21 17:30:33;0;Lectra;Nov 1, 2017; Bonne conditons - atmosphere moyen ;Ancien employé - Employé anonyme;Paris;Ne recommande pas;J'ai travaillé chez Lectra à temps plein moins d'un an;Salaires interessants pour la region Parisienne;Un atmosphere demotivant. On licencie les salairies facilement.
205254676161393405047425661791432067701;13714-AVIS-SOC-GLASSDOOR-E10777_P2.html;2021-03-21 17:30:33;0;Lectra;Sep 29, 2017; Entreprise à fuir ;Ancien employé - Employé anonyme;Paris;Ne recommande pas;J'ai travaillé chez Lectra à temps plein plus de 3 ans;Localisation dans Paris  Secteur intéressant;Management infantilisant sans aucune vision.  Pas de perspective d'évolution à l'international malgré les filiales à l'étranger
254271147931687669601191094604766165185;13714-AVIS-SOC-GLASSDOOR-E10777_P2.html;2021-03-21 17:30:33;0;Lectra;Sep 19, 2017; stage - marketing intelligence ;Ancien employé - Employé anonyme;NULL;Ne recommande pas;J'ai travaillé chez Lectra à temps plein;Les gens sont sympathiques.  Il sont accueillant avec les étrangères.;Il y a pas de canteen.
255395940073434183451161931440231572781;13714-AVIS-SOC-GLASSDOOR-E10777_P2.html;2021-03-21 17:30:33;0;Lectra;Jun 9, 2017; Correct ;Employé actuel - Employé anonyme;NULL;Ne recommande pas;Je travaille chez Lectra à temps plein;la situation des locaux français est agréable.;pas de télétravail à l'ordre du jour
186126865342724075222799233188113912147;13604-AVIS-SOC-GLASSDOOR-E37990_P1.html;2021-03-21 17:30:34;0;Volvo Cars;Jan 29, 2017; En croissance ;Employé actuel - Zone Manager;NULL;Recommande;Je travaille chez Volvo Cars à temps plein depuis plus de 10 ans;Culture d'entreprise et perspective produit;Reconnaissance salariale et perspective d'evolution
182376135913659226163359354762418514256;13572-AVIS-SOC-GLASSDOOR-E2098670_P1.html;2021-03-21 17:30:34;0;Adsearch;Oct 15, 2019; Belle entreprise avec des valeurs fortes ;Ancien employé - Directrice de bureau;Paris;Recommande;J'ai travaillé chez Adsearch à temps plein plus de 3 ans;Cadre de travail, ambiance, états  d'esprits des collaborateurs et de la direction;Pas de RTT, salaires globalement bas
220770873013112717537730852623047062834;13572-AVIS-SOC-GLASSDOOR-E2098670_P1.html;2021-03-21 17:30:34;0;Adsearch;Mar 12, 2019; Entreprise belle et dynamique ;Employé actuel - Employé anonyme;NULL;Recommande;Je travaille chez Adsearch à temps plein;Super ambiance interne, ainsi qu'une très belle culture d'entreprise.  Une direction à l’écoute et de réelles perspectives d’évolutions;Je n'en vois pas pour l'instant
101824332522007303739900219842330101541;13572-AVIS-SOC-GLASSDOOR-E2098670_P1.html;2021-03-21 17:30:34;0;Adsearch;Mar 12, 2019; Bon vivre ;Employé actuel - Manager;Paris;Recommande;Je travaille chez Adsearch à temps plein depuis plus de 3 ans;Excellente Ambiance/possibilités d'évolution/Système de rémunération attractif;Je n'en vois pas pour l'instant
257908390804453041593464975797227577524;13572-AVIS-SOC-GLASSDOOR-E2098670_P1.html;2021-03-21 17:30:34;0;Adsearch;Mar 12, 2019; Entreprise avec de jolies valeurs ! ;Employé actuel - Senior Consultant;Lyon;Recommande;Je travaille chez Adsearch à temps plein depuis plus de 3 ans;Je travaille chez Adsearch depuis quelques années, je suis l’évolution de cette société et le constat est le même : de belles valeurs, une jolie culture d'entreprise, un environnement familial malgré les effectifs qui évolue de plus en plus ! Les projets sont nombreux, et adaptés à tout types de profils : Junior et confirmé. Pour résumer : une entreprise jeune, dynamique et ambitieuse.;Adsearch grandit de manière exponentielle, il faut donc être vigilent sur l'organisation et les projets futurs, mais pour le moment, RAS !
279474920667683878395520773608746053044;13572-AVIS-SOC-GLASSDOOR-E2098670_P1.html;2021-03-21 17:30:34;0;Adsearch;Mar 12, 2019; une entreprise dans laquelle il fait bon vivre ;Employé actuel - Manager;Lyon;Recommande;Je travaille chez Adsearch à temps plein depuis plus de 5 ans;Autonomie et liberté d'action. Respect de l'humain. Valeur : humilité, autonomie et responsabilité. Chez Adsearch, tu peux être toi même, et prendre du plaisir à travailler...et même évoluer !!;Encore beaucoup de projets à mettre en place !
64340808748437036361659259719874789931;13572-AVIS-SOC-GLASSDOOR-E2098670_P1.html;2021-03-21 17:30:34;0;Adsearch;Mar 12, 2019; Société au TOP !! ;Employé actuel - Consultante En Recrutement;Paris;Recommande;Je travaille chez Adsearch à temps plein depuis plus de 3 ans;Je travaille chez Adsearch depuis + de 3 ans, je m'éclate! Super ambiance, missions intéressantes, Manager présent, qui m'accompagne réellement, avec un management très participatif, ce qui me plait beaucoup! Adsearch est une société qui a beaucoup d'ambition, ce qui donne une belle dynamique quotidienne! J'ai travaillé dans plusieurs sociétés auparavant, je n'ai jamais été aussi épanouie!!;Je ne vois pas..
294262783703540088362719190458210046661;13572-AVIS-SOC-GLASSDOOR-E2098670_P1.html;2021-03-21 17:30:34;0;Adsearch;Mar 12, 2019; Une entreprise humaine ;Employé actuel - Consultant en recrutement;Bordeaux, Aquitaine;Recommande;Je travaille chez Adsearch à temps plein depuis moins d'un an;Management flexible, système de rémunération variable intéressant, événements team building récurrents.;Pas d’avantages pour les employés
324935179042036888264243099483167069763;13572-AVIS-SOC-GLASSDOOR-E2098670_P1.html;2021-03-21 17:30:34;0;Adsearch;Mar 12, 2019; Très bonne expérience ;Stagiaire actuel - Chargée De Recrutement;Paris;Recommande;Je travaille chez Adsearch à  depuis moins d'un an;Bonne ambiance de travail, formation complète et enrichissante, management encourageant et présent au quotidien;Je n'y trouve sincèrement aucun inconvénient !
312189716594770410681324644685566379304;13572-AVIS-SOC-GLASSDOOR-E2098670_P1.html;2021-03-21 17:30:34;0;Adsearch;Mar 12, 2019; Une expérience exceptionnelle !! ;Employé actuel - Employé anonyme;NULL;Recommande;Je travaille chez Adsearch à temps plein;Une société pleine de valeurs où il fait bon vivre !;Pas d’avantages pour les employés
243663524677694623636939669656283937193;13622-AVIS-SOC-GLASSDOOR-E847875_P1.html;2021-03-21 17:30:34;0;Morgan Philips Executive Search;Apr 12, 2019; A fuir!!!! ;Employé actuel - Employé anonyme;NULL;Ne recommande pas;Je travaille chez Morgan Philips Executive Search à temps plein;Aucun fuyez! Les pires du secteur!!!;Management catastrophique, Zéro accompagnement, Aucun fond intellectuel, Du copinage et magouilles à gogo... On y apprend rien juste l'impression de s'abrutir.
301309159688426844834566544718189460054;13622-AVIS-SOC-GLASSDOOR-E847875_P1.html;2021-03-21 17:30:34;0;Morgan Philips Executive Search;Feb 21, 2018; Fraîchement arrivé ;Employé actuel - Associate Director;Paris;Recommande;Je travaille chez Morgan Philips Executive Search à temps plein depuis moins d'un an;Depuis 3 semaines chez Morgan Philips j'ai été agréablement surpris de leur accompagnement dans la prise de poste (formations...).  Les ambitions et objectifs sont clairs et le développement commercial en première ligne. Les outils sont à la hauteur. Les équipes sont dynamiques, accueillantes et bienveillantes.  l'entreprise est dans une belle dynamique.;Morgan Philips a eu une forte croissance en peu de temps. Venant d'un grand groupe je m’aperçois que tous les processus ne sont pas au carré. Mais ça n 'est parfois pas plus mal...
192443996952219387213262547645166354723;13622-AVIS-SOC-GLASSDOOR-E847875_P1.html;2021-03-21 17:30:34;0;Morgan Philips Executive Search;Feb 16, 2018; Consultante en recrutement ;Employé actuel - Employé anonyme;NULL;Recommande;Je travaille chez Morgan Philips Executive Search à temps plein;Équipe très chaleureuse offrant une visibilité professionnelle et une plateforme d'articles et de statistiques intéressants.;Il n'y a pas d'inconvénients.
