dep;week;P;cl_age90;pop
33;2020-S21;0;09;178791
33;2020-S21;0;19;201526
33;2020-S21;5;29;203592
33;2020-S21;2;39;211536
33;2020-S21;5;49;220133
33;2020-S21;5;59;205186
33;2020-S21;0;69;185359
33;2020-S21;2;79;133693
33;2020-S21;3;89;71879
33;2020-S21;0;90;21745
33;2020-S21;22;0;1633440
33;2020-S22;4;09;178791
33;2020-S22;0;19;201526
33;2020-S22;7;29;203592
33;2020-S22;0;39;211536
33;2020-S22;3;49;220133
33;2020-S22;2;59;205186
33;2020-S22;2;69;185359
33;2020-S22;1;79;133693
33;2020-S22;3;89;71879
33;2020-S22;1;90;21745
33;2020-S22;23;0;1633440
33;2020-S23;0;09;178791
33;2020-S23;1;19;201526
33;2020-S23;0;29;203592
33;2020-S23;0;39;211536
33;2020-S23;2;49;220133
33;2020-S23;2;59;205186
33;2020-S23;0;69;185359
33;2020-S23;3;79;133693
33;2020-S23;0;89;71879
33;2020-S23;0;90;21745
33;2020-S23;9;0;1633440
33;2020-S24;1;09;178791
33;2020-S24;1;19;201526
33;2020-S24;6;29;203592
33;2020-S24;2;39;211536
33;2020-S24;4;49;220133
33;2020-S24;2;59;205186
33;2020-S24;0;69;185359
33;2020-S24;2;79;133693
33;2020-S24;0;89;71879
33;2020-S24;0;90;21745
33;2020-S24;18;0;1633440
33;2020-S25;1;09;178791
33;2020-S25;4;19;201526
33;2020-S25;6;29;203592
33;2020-S25;6;39;211536
33;2020-S25;3;49;220133
33;2020-S25;2;59;205186
33;2020-S25;0;69;185359
33;2020-S25;4;79;133693
33;2020-S25;0;89;71879
33;2020-S25;1;90;21745
33;2020-S25;27;0;1633440
33;2020-S26;1;09;178791
33;2020-S26;2;19;201526
33;2020-S26;5;29;203592
33;2020-S26;3;39;211536
33;2020-S26;2;49;220133
33;2020-S26;3;59;205186
33;2020-S26;1;69;185359
33;2020-S26;0;79;133693
33;2020-S26;0;89;71879
33;2020-S26;0;90;21745
33;2020-S26;17;0;1633440
33;2020-S27;1;09;178791
33;2020-S27;2;19;201526
33;2020-S27;5;29;203592
33;2020-S27;8;39;211536
33;2020-S27;4;49;220133
33;2020-S27;5;59;205186
33;2020-S27;0;69;185359
33;2020-S27;2;79;133693
33;2020-S27;0;89;71879
33;2020-S27;0;90;21745
33;2020-S27;29;0;1633440
33;2020-S28;1;09;178791
33;2020-S28;6;19;201526
33;2020-S28;2;29;203592
33;2020-S28;4;39;211536
33;2020-S28;20;49;220133
33;2020-S28;10;59;205186
33;2020-S28;2;69;185359
33;2020-S28;0;79;133693
33;2020-S28;0;89;71879
33;2020-S28;0;90;21745
33;2020-S28;49;0;1633440
33;2020-S29;5;09;178791
33;2020-S29;7;19;201526
33;2020-S29;31;29;203592
33;2020-S29;13;39;211536
33;2020-S29;8;49;220133
33;2020-S29;8;59;205186
33;2020-S29;4;69;185359
33;2020-S29;2;79;133693
33;2020-S29;9;89;71879
33;2020-S29;3;90;21745
33;2020-S29;90;0;1633440
33;2020-S30;11;09;178791
33;2020-S30;12;19;201526
33;2020-S30;39;29;203592
33;2020-S30;25;39;211536
33;2020-S30;13;49;220133
33;2020-S30;13;59;205186
33;2020-S30;9;69;185359
33;2020-S30;3;79;133693
33;2020-S30;1;89;71879
33;2020-S30;0;90;21745
33;2020-S30;126;0;1633440
33;2020-S31;3;09;178791
33;2020-S31;9;19;201526
33;2020-S31;28;29;203592
33;2020-S31;13;39;211536
33;2020-S31;4;49;220133
33;2020-S31;8;59;205186
33;2020-S31;5;69;185359
33;2020-S31;1;79;133693
33;2020-S31;1;89;71879
33;2020-S31;1;90;21745
33;2020-S31;73;0;1633440
33;2020-S32;4;09;178791
33;2020-S32;11;19;201526
33;2020-S32;48;29;203592
33;2020-S32;21;39;211536
33;2020-S32;15;49;220133
33;2020-S32;9;59;205186
33;2020-S32;8;69;185359
33;2020-S32;6;79;133693
33;2020-S32;3;89;71879
33;2020-S32;0;90;21745
33;2020-S32;125;0;1633440
33;2020-S33;4;09;178791
33;2020-S33;78;19;201526
33;2020-S33;111;29;203592
33;2020-S33;55;39;211536
33;2020-S33;49;49;220133
33;2020-S33;36;59;205186
33;2020-S33;6;69;185359
33;2020-S33;11;79;133693
33;2020-S33;1;89;71879
33;2020-S33;2;90;21745
33;2020-S33;353;0;1633440
33;2020-S34;25;09;178791
33;2020-S34;171;19;201526
33;2020-S34;495;29;203592
33;2020-S34;147;39;211536
33;2020-S34;81;49;220133
33;2020-S34;112;59;205186
33;2020-S34;32;69;185359
33;2020-S34;15;79;133693
33;2020-S34;13;89;71879
33;2020-S34;8;90;21745
33;2020-S34;1099;0;1633440
33;2020-S35;47;09;178791
33;2020-S35;306;19;201526
33;2020-S35;963;29;203592
33;2020-S35;335;39;211536
33;2020-S35;180;49;220133
33;2020-S35;135;59;205186
33;2020-S35;51;69;185359
33;2020-S35;25;79;133693
33;2020-S35;12;89;71879
33;2020-S35;4;90;21745
33;2020-S35;2059;0;1633440
33;2020-S36;73;09;178791
33;2020-S36;386;19;201526
33;2020-S36;1088;29;203592
33;2020-S36;483;39;211536
33;2020-S36;328;49;220133
33;2020-S36;246;59;205186
33;2020-S36;128;69;185359
33;2020-S36;46;79;133693
33;2020-S36;37;89;71879
33;2020-S36;18;90;21745
33;2020-S36;2837;0;1633440
33;2020-S37;95;09;178791
33;2020-S37;285;19;201526
33;2020-S37;762;29;203592
33;2020-S37;395;39;211536
33;2020-S37;299;49;220133
33;2020-S37;250;59;205186
33;2020-S37;118;69;185359
33;2020-S37;67;79;133693
33;2020-S37;48;89;71879
33;2020-S37;58;90;21745
33;2020-S37;2378;0;1633440
33;2020-S38;85;09;178791
33;2020-S38;302;19;201526
33;2020-S38;611;29;203592
33;2020-S38;376;39;211536
33;2020-S38;341;49;220133
33;2020-S38;247;59;205186
33;2020-S38;128;69;185359
33;2020-S38;72;79;133693
33;2020-S38;75;89;71879
33;2020-S38;74;90;21745
33;2020-S38;2315;0;1633440
33;2020-S39;51;09;178791
33;2020-S39;258;19;201526
33;2020-S39;465;29;203592
33;2020-S39;262;39;211536
33;2020-S39;234;49;220133
33;2020-S39;193;59;205186
33;2020-S39;118;69;185359
33;2020-S39;41;79;133693
33;2020-S39;25;89;71879
33;2020-S39;20;90;21745
33;2020-S39;1667;0;1633440
33;2020-S40;46;09;178791
33;2020-S40;226;19;201526
33;2020-S40;460;29;203592
33;2020-S40;284;39;211536
33;2020-S40;221;49;220133
33;2020-S40;180;59;205186
33;2020-S40;88;69;185359
33;2020-S40;43;79;133693
33;2020-S40;39;89;71879
33;2020-S40;26;90;21745
33;2020-S40;1614;0;1633440
33;2020-S41;39;09;178791
33;2020-S41;203;19;201526
33;2020-S41;513;29;203592
33;2020-S41;255;39;211536
33;2020-S41;211;49;220133
33;2020-S41;205;59;205186
33;2020-S41;110;69;185359
33;2020-S41;70;79;133693
33;2020-S41;40;89;71879
33;2020-S41;32;90;21745
33;2020-S41;1680;0;1633440
33;2020-S42;41;09;178791
33;2020-S42;211;19;201526
33;2020-S42;512;29;203592
33;2020-S42;300;39;211536
33;2020-S42;268;49;220133
33;2020-S42;224;59;205186
33;2020-S42;130;69;185359
33;2020-S42;93;79;133693
33;2020-S42;66;89;71879
33;2020-S42;43;90;21745
33;2020-S42;1890;0;1633440
33;2020-S43;58;09;178791
33;2020-S43;284;19;201526
33;2020-S43;780;29;203592
33;2020-S43;457;39;211536
33;2020-S43;437;49;220133
33;2020-S43;395;59;205186
33;2020-S43;245;69;185359
33;2020-S43;133;79;133693
33;2020-S43;104;89;71879
33;2020-S43;54;90;21745
33;2020-S43;2948;0;1633440
33;2020-S44;91;09;178791
33;2020-S44;413;19;201526
33;2020-S44;920;29;203592
33;2020-S44;645;39;211536
33;2020-S44;620;49;220133
33;2020-S44;527;59;205186
33;2020-S44;319;69;185359
33;2020-S44;174;79;133693
33;2020-S44;147;89;71879
33;2020-S44;77;90;21745
33;2020-S44;3936;0;1633440
33;2020-S45;119;09;178791
33;2020-S45;484;19;201526
33;2020-S45;729;29;203592
33;2020-S45;718;39;211536
33;2020-S45;636;49;220133
33;2020-S45;479;59;205186
33;2020-S45;337;69;185359
33;2020-S45;202;79;133693
33;2020-S45;130;89;71879
33;2020-S45;108;90;21745
33;2020-S45;3943;0;1633440
33;2020-S46;95;09;178791
33;2020-S46;285;19;201526
33;2020-S46;403;29;203592
33;2020-S46;393;39;211536
33;2020-S46;369;49;220133
33;2020-S46;342;59;205186
33;2020-S46;230;69;185359
33;2020-S46;136;79;133693
33;2020-S46;117;89;71879
33;2020-S46;77;90;21745
33;2020-S46;2447;0;1633440
33;2020-S47;52;09;178791
33;2020-S47;180;19;201526
33;2020-S47;208;29;203592
33;2020-S47;233;39;211536
33;2020-S47;226;49;220133
33;2020-S47;194;59;205186
33;2020-S47;139;69;185359
33;2020-S47;92;79;133693
33;2020-S47;106;89;71879
33;2020-S47;93;90;21745
33;2020-S47;1523;0;1633440
33;2020-S48;35;09;178791
33;2020-S48;104;19;201526
33;2020-S48;156;29;203592
33;2020-S48;154;39;211536
33;2020-S48;160;49;220133
33;2020-S48;139;59;205186
33;2020-S48;73;69;185359
33;2020-S48;57;79;133693
33;2020-S48;75;89;71879
33;2020-S48;60;90;21745
33;2020-S48;1013;0;1633440
33;2020-S49;32;09;178791
33;2020-S49;114;19;201526
33;2020-S49;186;29;203592
33;2020-S49;167;39;211536
33;2020-S49;131;49;220133
33;2020-S49;126;59;205186
33;2020-S49;94;69;185359
33;2020-S49;73;79;133693
33;2020-S49;90;89;71879
33;2020-S49;56;90;21745
33;2020-S49;1070;0;1633440
33;2020-S50;60;09;178791
33;2020-S50;133;19;201526
33;2020-S50;207;29;203592
33;2020-S50;191;39;211536
33;2020-S50;184;49;220133
33;2020-S50;139;59;205186
33;2020-S50;93;69;185359
33;2020-S50;80;79;133693
33;2020-S50;77;89;71879
33;2020-S50;63;90;21745
33;2020-S50;1228;0;1633440
33;2020-S51;33;09;178791
33;2020-S51;128;19;201526
33;2020-S51;222;29;203592
33;2020-S51;243;39;211536
33;2020-S51;206;49;220133
33;2020-S51;166;59;205186
33;2020-S51;129;69;185359
33;2020-S51;81;79;133693
33;2020-S51;94;89;71879
33;2020-S51;76;90;21745
33;2020-S51;1380;0;1633440
33;2020-S52;39;09;178791
33;2020-S52;94;19;201526
33;2020-S52;192;29;203592
33;2020-S52;184;39;211536
33;2020-S52;127;49;220133
33;2020-S52;143;59;205186
33;2020-S52;96;69;185359
33;2020-S52;78;79;133693
33;2020-S52;89;89;71879
33;2020-S52;81;90;21745
33;2020-S52;1123;0;1633440
33;2020-S53;56;09;178791
33;2020-S53;173;19;201526
33;2020-S53;250;29;203592
33;2020-S53;245;39;211536
33;2020-S53;236;49;220133
33;2020-S53;197;59;205186
33;2020-S53;123;69;185359
33;2020-S53;87;79;133693
33;2020-S53;100;89;71879
33;2020-S53;82;90;21745
33;2020-S53;1549;0;1633440
34;2020-S21;0;09;127187
34;2020-S21;2;19;141071
34;2020-S21;4;29;143808
34;2020-S21;6;39;142491
34;2020-S21;5;49;145553
34;2020-S21;4;59;147241
34;2020-S21;1;69;141237
34;2020-S21;10;79;111994
34;2020-S21;9;89;59127
34;2020-S21;17;90;16436
34;2020-S21;58;0;1176145
34;2020-S22;0;09;127187
34;2020-S22;1;19;141071
34;2020-S22;0;29;143808
34;2020-S22;4;39;142491
34;2020-S22;3;49;145553
34;2020-S22;0;59;147241
34;2020-S22;3;69;141237
34;2020-S22;1;79;111994
34;2020-S22;0;89;59127
34;2020-S22;2;90;16436
34;2020-S22;14;0;1176145
34;2020-S23;0;09;127187
34;2020-S23;0;19;141071
34;2020-S23;2;29;143808
34;2020-S23;1;39;142491
34;2020-S23;1;49;145553
34;2020-S23;1;59;147241
34;2020-S23;0;69;141237
34;2020-S23;0;79;111994
34;2020-S23;2;89;59127
34;2020-S23;4;90;16436
34;2020-S23;11;0;1176145
34;2020-S24;0;09;127187
34;2020-S24;1;19;141071
34;2020-S24;1;29;143808
34;2020-S24;1;39;142491
34;2020-S24;3;49;145553
34;2020-S24;3;59;147241
34;2020-S24;2;69;141237
34;2020-S24;2;79;111994
34;2020-S24;3;89;59127
34;2020-S24;0;90;16436
34;2020-S24;16;0;1176145
34;2020-S25;0;09;127187
34;2020-S25;1;19;141071
34;2020-S25;3;29;143808
34;2020-S25;2;39;142491
34;2020-S25;1;49;145553
34;2020-S25;1;59;147241
34;2020-S25;1;69;141237
34;2020-S25;1;79;111994
34;2020-S25;2;89;59127
34;2020-S25;1;90;16436
34;2020-S25;13;0;1176145
34;2020-S26;1;09;127187
34;2020-S26;1;19;141071
34;2020-S26;7;29;143808
34;2020-S26;5;39;142491
34;2020-S26;4;49;145553
34;2020-S26;0;59;147241
34;2020-S26;3;69;141237
34;2020-S26;0;79;111994
34;2020-S26;1;89;59127
34;2020-S26;1;90;16436
34;2020-S26;23;0;1176145
34;2020-S27;1;09;127187
34;2020-S27;0;19;141071
34;2020-S27;5;29;143808
34;2020-S27;6;39;142491
34;2020-S27;4;49;145553
34;2020-S27;2;59;147241
34;2020-S27;1;69;141237
34;2020-S27;2;79;111994
34;2020-S27;0;89;59127
34;2020-S27;0;90;16436
34;2020-S27;22;0;1176145
34;2020-S28;2;09;127187
34;2020-S28;5;19;141071
34;2020-S28;9;29;143808
34;2020-S28;7;39;142491
34;2020-S28;4;49;145553
34;2020-S28;3;59;147241
34;2020-S28;4;69;141237
34;2020-S28;1;79;111994
34;2020-S28;0;89;59127
34;2020-S28;0;90;16436
34;2020-S28;35;0;1176145
34;2020-S29;1;09;127187
34;2020-S29;4;19;141071
34;2020-S29;16;29;143808
34;2020-S29;6;39;142491
34;2020-S29;3;49;145553
34;2020-S29;5;59;147241
34;2020-S29;1;69;141237
34;2020-S29;1;79;111994
34;2020-S29;1;89;59127
34;2020-S29;0;90;16436
34;2020-S29;38;0;1176145
34;2020-S30;2;09;127187
34;2020-S30;7;19;141071
34;2020-S30;18;29;143808
34;2020-S30;19;39;142491
34;2020-S30;3;49;145553
34;2020-S30;6;59;147241
34;2020-S30;2;69;141237
34;2020-S30;5;79;111994
34;2020-S30;0;89;59127
34;2020-S30;0;90;16436
34;2020-S30;62;0;1176145
34;2020-S31;6;09;127187
34;2020-S31;9;19;141071
34;2020-S31;35;29;143808
34;2020-S31;13;39;142491
34;2020-S31;17;49;145553
34;2020-S31;14;59;147241
34;2020-S31;7;69;141237
34;2020-S31;10;79;111994
34;2020-S31;3;89;59127
34;2020-S31;0;90;16436
34;2020-S31;114;0;1176145
34;2020-S32;6;09;127187
34;2020-S32;28;19;141071
34;2020-S32;58;29;143808
34;2020-S32;19;39;142491
34;2020-S32;32;49;145553
34;2020-S32;20;59;147241
34;2020-S32;10;69;141237
34;2020-S32;10;79;111994
34;2020-S32;3;89;59127
34;2020-S32;0;90;16436
34;2020-S32;187;0;1176145
34;2020-S33;4;09;127187
34;2020-S33;43;19;141071
34;2020-S33;137;29;143808
34;2020-S33;96;39;142491
34;2020-S33;84;49;145553
34;2020-S33;62;59;147241
34;2020-S33;31;69;141237
34;2020-S33;16;79;111994
34;2020-S33;3;89;59127
34;2020-S33;2;90;16436
34;2020-S33;478;0;1176145
34;2020-S34;22;09;127187
34;2020-S34;98;19;141071
34;2020-S34;319;29;143808
34;2020-S34;191;39;142491
34;2020-S34;157;49;145553
34;2020-S34;137;59;147241
34;2020-S34;77;69;141237
34;2020-S34;39;79;111994
34;2020-S34;15;89;59127
34;2020-S34;5;90;16436
34;2020-S34;1061;0;1176145
34;2020-S35;26;09;127187
34;2020-S35;137;19;141071
34;2020-S35;348;29;143808
34;2020-S35;189;39;142491
34;2020-S35;151;49;145553
34;2020-S35;137;59;147241
34;2020-S35;57;69;141237
34;2020-S35;59;79;111994
34;2020-S35;21;89;59127
34;2020-S35;10;90;16436
34;2020-S35;1136;0;1176145
34;2020-S36;36;09;127187
34;2020-S36;91;19;141071
34;2020-S36;336;29;143808
34;2020-S36;188;39;142491
34;2020-S36;156;49;145553
34;2020-S36;133;59;147241
34;2020-S36;78;69;141237
34;2020-S36;44;79;111994
34;2020-S36;28;89;59127
34;2020-S36;13;90;16436
34;2020-S36;1105;0;1176145
34;2020-S37;52;09;127187
34;2020-S37;156;19;141071
34;2020-S37;298;29;143808
34;2020-S37;171;39;142491
34;2020-S37;140;49;145553
34;2020-S37;140;59;147241
34;2020-S37;81;69;141237
34;2020-S37;54;79;111994
34;2020-S37;40;89;59127
34;2020-S37;14;90;16436
34;2020-S37;1146;0;1176145
34;2020-S38;31;09;127187
34;2020-S38;198;19;141071
34;2020-S38;395;29;143808
34;2020-S38;190;39;142491
34;2020-S38;154;49;145553
34;2020-S38;121;59;147241
34;2020-S38;88;69;141237
34;2020-S38;50;79;111994
34;2020-S38;17;89;59127
34;2020-S38;11;90;16436
34;2020-S38;1257;0;1176145
34;2020-S39;35;09;127187
34;2020-S39;182;19;141071
34;2020-S39;281;29;143808
34;2020-S39;183;39;142491
34;2020-S39;156;49;145553
34;2020-S39;124;59;147241
34;2020-S39;96;69;141237
34;2020-S39;58;79;111994
34;2020-S39;22;89;59127
34;2020-S39;12;90;16436
34;2020-S39;1149;0;1176145
34;2020-S40;29;09;127187
34;2020-S40;228;19;141071
34;2020-S40;319;29;143808
34;2020-S40;236;39;142491
34;2020-S40;208;49;145553
34;2020-S40;175;59;147241
34;2020-S40;123;69;141237
34;2020-S40;80;79;111994
34;2020-S40;57;89;59127
34;2020-S40;56;90;16436
34;2020-S40;1513;0;1176145
34;2020-S41;48;09;127187
34;2020-S41;258;19;141071
34;2020-S41;443;29;143808
34;2020-S41;372;39;142491
34;2020-S41;357;49;145553
34;2020-S41;344;59;147241
34;2020-S41;220;69;141237
34;2020-S41;142;79;111994
34;2020-S41;109;89;59127
34;2020-S41;48;90;16436
34;2020-S41;2343;0;1176145
34;2020-S42;59;09;127187
34;2020-S42;387;19;141071
34;2020-S42;552;29;143808
34;2020-S42;476;39;142491
34;2020-S42;490;49;145553
34;2020-S42;442;59;147241
34;2020-S42;283;69;141237
34;2020-S42;157;79;111994
34;2020-S42;119;89;59127
34;2020-S42;95;90;16436
34;2020-S42;3063;0;1176145
34;2020-S43;54;09;127187
34;2020-S43;429;19;141071
34;2020-S43;870;29;143808
34;2020-S43;795;39;142491
34;2020-S43;764;49;145553
34;2020-S43;751;59;147241
34;2020-S43;447;69;141237
34;2020-S43;310;79;111994
34;2020-S43;230;89;59127
34;2020-S43;115;90;16436
34;2020-S43;4777;0;1176145
34;2020-S44;92;09;127187
34;2020-S44;496;19;141071
34;2020-S44;947;29;143808
34;2020-S44;773;39;142491
34;2020-S44;897;49;145553
34;2020-S44;835;59;147241
34;2020-S44;586;69;141237
34;2020-S44;420;79;111994
34;2020-S44;275;89;59127
34;2020-S44;186;90;16436
34;2020-S44;5508;0;1176145
34;2020-S45;129;09;127187
34;2020-S45;556;19;141071
34;2020-S45;711;29;143808
34;2020-S45;703;39;142491
34;2020-S45;681;49;145553
34;2020-S45;662;59;147241
34;2020-S45;515;69;141237
34;2020-S45;420;79;111994
34;2020-S45;270;89;59127
34;2020-S45;157;90;16436
34;2020-S45;4808;0;1176145
34;2020-S46;99;09;127187
34;2020-S46;316;19;141071
34;2020-S46;331;29;143808
34;2020-S46;366;39;142491
34;2020-S46;357;49;145553
34;2020-S46;323;59;147241
34;2020-S46;279;69;141237
34;2020-S46;228;79;111994
34;2020-S46;237;89;59127
34;2020-S46;147;90;16436
34;2020-S46;2693;0;1176145
34;2020-S47;56;09;127187
34;2020-S47;169;19;141071
34;2020-S47;165;29;143808
34;2020-S47;178;39;142491
34;2020-S47;191;49;145553
34;2020-S47;199;59;147241
34;2020-S47;165;69;141237
34;2020-S47;110;79;111994
34;2020-S47;89;89;59127
34;2020-S47;46;90;16436
34;2020-S47;1374;0;1176145
34;2020-S48;29;09;127187
34;2020-S48;90;19;141071
34;2020-S48;125;29;143808
34;2020-S48;133;39;142491
34;2020-S48;147;49;145553
34;2020-S48;107;59;147241
34;2020-S48;79;69;141237
34;2020-S48;78;79;111994
34;2020-S48;75;89;59127
34;2020-S48;40;90;16436
34;2020-S48;903;0;1176145
34;2020-S49;27;09;127187
34;2020-S49;109;19;141071
34;2020-S49;162;29;143808
34;2020-S49;101;39;142491
34;2020-S49;98;49;145553
34;2020-S49;94;59;147241
34;2020-S49;66;69;141237
34;2020-S49;52;79;111994
34;2020-S49;43;89;59127
34;2020-S49;47;90;16436
34;2020-S49;802;0;1176145
34;2020-S50;24;09;127187
34;2020-S50;99;19;141071
34;2020-S50;133;29;143808
34;2020-S50;149;39;142491
34;2020-S50;128;49;145553
34;2020-S50;106;59;147241
34;2020-S50;77;69;141237
34;2020-S50;55;79;111994
34;2020-S50;30;89;59127
34;2020-S50;17;90;16436
34;2020-S50;819;0;1176145
34;2020-S51;32;09;127187
34;2020-S51;124;19;141071
34;2020-S51;177;29;143808
34;2020-S51;197;39;142491
34;2020-S51;139;49;145553
34;2020-S51;140;59;147241
34;2020-S51;110;69;141237
34;2020-S51;77;79;111994
34;2020-S51;58;89;59127
34;2020-S51;33;90;16436
34;2020-S51;1087;0;1176145
34;2020-S52;23;09;127187
34;2020-S52;112;19;141071
34;2020-S52;168;29;143808
34;2020-S52;163;39;142491
34;2020-S52;152;49;145553
34;2020-S52;134;59;147241
34;2020-S52;106;69;141237
34;2020-S52;65;79;111994
34;2020-S52;20;89;59127
34;2020-S52;19;90;16436
34;2020-S52;963;0;1176145
34;2020-S53;24;09;127187
34;2020-S53;125;19;141071
34;2020-S53;225;29;143808
34;2020-S53;195;39;142491
34;2020-S53;164;49;145553
34;2020-S53;175;59;147241
34;2020-S53;143;69;141237
34;2020-S53;95;79;111994
34;2020-S53;68;89;59127
34;2020-S53;20;90;16436
34;2020-S53;1234;0;1176145
35;2020-S21;2;09;127994
35;2020-S21;3;19;146435
35;2020-S21;6;29;134018
35;2020-S21;1;39;136675
35;2020-S21;2;49;143253
35;2020-S21;5;59;135357
35;2020-S21;1;69;115014
35;2020-S21;3;79;80889
35;2020-S21;1;89;49168
35;2020-S21;0;90;13270
35;2020-S21;24;0;1082073
35;2020-S22;3;09;127994
35;2020-S22;5;19;146435
35;2020-S22;3;29;134018
35;2020-S22;5;39;136675
35;2020-S22;0;49;143253
35;2020-S22;2;59;135357
35;2020-S22;1;69;115014
35;2020-S22;0;79;80889
35;2020-S22;0;89;49168
35;2020-S22;1;90;13270
35;2020-S22;20;0;1082073
35;2020-S23;2;09;127994
35;2020-S23;1;19;146435
35;2020-S23;3;29;134018
35;2020-S23;2;39;136675
35;2020-S23;0;49;143253
35;2020-S23;3;59;135357
35;2020-S23;0;69;115014
35;2020-S23;0;79;80889
35;2020-S23;0;89;49168
35;2020-S23;0;90;13270
35;2020-S23;11;0;1082073
35;2020-S24;0;09;127994
35;2020-S24;1;19;146435
35;2020-S24;1;29;134018
35;2020-S24;1;39;136675
35;2020-S24;1;49;143253
35;2020-S24;1;59;135357
35;2020-S24;0;69;115014
35;2020-S24;0;79;80889
35;2020-S24;0;89;49168
35;2020-S24;0;90;13270
35;2020-S24;5;0;1082073
35;2020-S25;0;09;127994
35;2020-S25;1;19;146435
35;2020-S25;0;29;134018
35;2020-S25;0;39;136675
35;2020-S25;0;49;143253
35;2020-S25;0;59;135357
35;2020-S25;0;69;115014
35;2020-S25;1;79;80889
35;2020-S25;0;89;49168
35;2020-S25;1;90;13270
35;2020-S25;3;0;1082073
35;2020-S26;0;09;127994
35;2020-S26;0;19;146435
35;2020-S26;2;29;134018
35;2020-S26;1;39;136675
35;2020-S26;2;49;143253
35;2020-S26;1;59;135357
35;2020-S26;0;69;115014
35;2020-S26;0;79;80889
35;2020-S26;0;89;49168
35;2020-S26;0;90;13270
35;2020-S26;6;0;1082073
35;2020-S27;0;09;127994
35;2020-S27;0;19;146435
35;2020-S27;2;29;134018
35;2020-S27;0;39;136675
35;2020-S27;1;49;143253
35;2020-S27;1;59;135357
35;2020-S27;0;69;115014
35;2020-S27;0;79;80889
35;2020-S27;0;89;49168
35;2020-S27;1;90;13270
35;2020-S27;6;0;1082073
35;2020-S28;3;09;127994
35;2020-S28;1;19;146435
35;2020-S28;5;29;134018
35;2020-S28;6;39;136675
35;2020-S28;7;49;143253
35;2020-S28;2;59;135357
35;2020-S28;2;69;115014
35;2020-S28;3;79;80889
35;2020-S28;0;89;49168
35;2020-S28;0;90;13270
35;2020-S28;29;0;1082073
35;2020-S29;4;09;127994
35;2020-S29;6;19;146435
35;2020-S29;9;29;134018
35;2020-S29;13;39;136675
35;2020-S29;6;49;143253
35;2020-S29;5;59;135357
35;2020-S29;2;69;115014
35;2020-S29;0;79;80889
35;2020-S29;0;89;49168
35;2020-S29;0;90;13270
35;2020-S29;45;0;1082073
35;2020-S30;2;09;127994
35;2020-S30;36;19;146435
35;2020-S30;51;29;134018
35;2020-S30;23;39;136675
35;2020-S30;19;49;143253
35;2020-S30;9;59;135357
35;2020-S30;8;69;115014
35;2020-S30;5;79;80889
35;2020-S30;1;89;49168
35;2020-S30;1;90;13270
35;2020-S30;155;0;1082073
35;2020-S31;9;09;127994
35;2020-S31;33;19;146435
35;2020-S31;70;29;134018
35;2020-S31;20;39;136675
35;2020-S31;23;49;143253
35;2020-S31;23;59;135357
35;2020-S31;13;69;115014
35;2020-S31;3;79;80889
35;2020-S31;3;89;49168
35;2020-S31;1;90;13270
35;2020-S31;198;0;1082073
35;2020-S32;15;09;127994
35;2020-S32;20;19;146435
35;2020-S32;51;29;134018
35;2020-S32;28;39;136675
35;2020-S32;24;49;143253
35;2020-S32;21;59;135357
35;2020-S32;12;69;115014
35;2020-S32;4;79;80889
35;2020-S32;5;89;49168
35;2020-S32;1;90;13270
35;2020-S32;181;0;1082073
35;2020-S33;5;09;127994
35;2020-S33;16;19;146435
35;2020-S33;49;29;134018
35;2020-S33;22;39;136675
35;2020-S33;26;49;143253
35;2020-S33;15;59;135357
35;2020-S33;6;69;115014
35;2020-S33;5;79;80889
35;2020-S33;2;89;49168
35;2020-S33;4;90;13270
35;2020-S33;150;0;1082073
35;2020-S34;11;09;127994
35;2020-S34;36;19;146435
35;2020-S34;105;29;134018
35;2020-S34;44;39;136675
35;2020-S34;37;49;143253
35;2020-S34;27;59;135357
35;2020-S34;14;69;115014
35;2020-S34;5;79;80889
35;2020-S34;3;89;49168
35;2020-S34;2;90;13270
35;2020-S34;284;0;1082073
35;2020-S35;17;09;127994
35;2020-S35;58;19;146435
35;2020-S35;162;29;134018
35;2020-S35;59;39;136675
35;2020-S35;28;49;143253
35;2020-S35;15;59;135357
35;2020-S35;15;69;115014
35;2020-S35;6;79;80889
35;2020-S35;5;89;49168
35;2020-S35;1;90;13270
35;2020-S35;366;0;1082073
35;2020-S36;34;09;127994
35;2020-S36;144;19;146435
35;2020-S36;270;29;134018
35;2020-S36;108;39;136675
35;2020-S36;61;49;143253
35;2020-S36;48;59;135357
35;2020-S36;16;69;115014
35;2020-S36;6;79;80889
35;2020-S36;6;89;49168
35;2020-S36;4;90;13270
35;2020-S36;697;0;1082073
35;2020-S37;47;09;127994
35;2020-S37;224;19;146435
35;2020-S37;362;29;134018
35;2020-S37;138;39;136675
35;2020-S37;107;49;143253
35;2020-S37;68;59;135357
35;2020-S37;33;69;115014
35;2020-S37;9;79;80889
35;2020-S37;28;89;49168
35;2020-S37;19;90;13270
35;2020-S37;1035;0;1082073
35;2020-S38;59;09;127994
35;2020-S38;258;19;146435
35;2020-S38;468;29;134018
35;2020-S38;150;39;136675
35;2020-S38;123;49;143253
35;2020-S38;112;59;135357
35;2020-S38;53;69;115014
35;2020-S38;27;79;80889
35;2020-S38;31;89;49168
35;2020-S38;13;90;13270
35;2020-S38;1294;0;1082073
