dep;week;P;cl_age90;pop
60;2020-S32;4;79;60846
60;2020-S32;2;89;31232
60;2020-S32;2;90;7937
60;2020-S32;94;0;825077
60;2020-S33;3;09;105005
60;2020-S33;10;19;109771
60;2020-S33;33;29;86945
60;2020-S33;17;39;106081
60;2020-S33;12;49;111306
60;2020-S33;10;59;110477
60;2020-S33;3;69;95477
60;2020-S33;5;79;60846
60;2020-S33;5;89;31232
60;2020-S33;1;90;7937
60;2020-S33;99;0;825077
60;2020-S34;5;09;105005
60;2020-S34;14;19;109771
60;2020-S34;48;29;86945
60;2020-S34;26;39;106081
60;2020-S34;21;49;111306
60;2020-S34;28;59;110477
60;2020-S34;8;69;95477
60;2020-S34;8;79;60846
60;2020-S34;1;89;31232
60;2020-S34;1;90;7937
60;2020-S34;160;0;825077
60;2020-S35;9;09;105005
60;2020-S35;34;19;109771
60;2020-S35;51;29;86945
60;2020-S35;45;39;106081
60;2020-S35;36;49;111306
60;2020-S35;28;59;110477
60;2020-S35;14;69;95477
60;2020-S35;8;79;60846
60;2020-S35;3;89;31232
60;2020-S35;1;90;7937
60;2020-S35;229;0;825077
60;2020-S36;18;09;105005
60;2020-S36;61;19;109771
60;2020-S36;106;29;86945
60;2020-S36;71;39;106081
60;2020-S36;45;49;111306
60;2020-S36;34;59;110477
60;2020-S36;19;69;95477
60;2020-S36;13;79;60846
60;2020-S36;8;89;31232
60;2020-S36;0;90;7937
60;2020-S36;375;0;825077
60;2020-S37;29;09;105005
60;2020-S37;73;19;109771
60;2020-S37;122;29;86945
60;2020-S37;80;39;106081
60;2020-S37;84;49;111306
60;2020-S37;78;59;110477
60;2020-S37;40;69;95477
60;2020-S37;8;79;60846
60;2020-S37;7;89;31232
60;2020-S37;5;90;7937
60;2020-S37;526;0;825077
60;2020-S38;18;09;105005
60;2020-S38;97;19;109771
60;2020-S38;154;29;86945
60;2020-S38;102;39;106081
60;2020-S38;99;49;111306
60;2020-S38;71;59;110477
60;2020-S38;36;69;95477
60;2020-S38;10;79;60846
60;2020-S38;7;89;31232
60;2020-S38;0;90;7937
60;2020-S38;594;0;825077
60;2020-S39;13;09;105005
60;2020-S39;176;19;109771
60;2020-S39;264;29;86945
60;2020-S39;95;39;106081
60;2020-S39;89;49;111306
60;2020-S39;98;59;110477
60;2020-S39;39;69;95477
60;2020-S39;25;79;60846
60;2020-S39;19;89;31232
60;2020-S39;13;90;7937
60;2020-S39;832;0;825077
60;2020-S40;20;09;105005
60;2020-S40;130;19;109771
60;2020-S40;214;29;86945
60;2020-S40;145;39;106081
60;2020-S40;157;49;111306
60;2020-S40;125;59;110477
60;2020-S40;69;69;95477
60;2020-S40;37;79;60846
60;2020-S40;20;89;31232
60;2020-S40;6;90;7937
60;2020-S40;923;0;825077
60;2020-S41;30;09;105005
60;2020-S41;210;19;109771
60;2020-S41;249;29;86945
60;2020-S41;254;39;106081
60;2020-S41;217;49;111306
60;2020-S41;181;59;110477
60;2020-S41;93;69;95477
60;2020-S41;57;79;60846
60;2020-S41;31;89;31232
60;2020-S41;10;90;7937
60;2020-S41;1332;0;825077
60;2020-S42;53;09;105005
60;2020-S42;369;19;109771
60;2020-S42;346;29;86945
60;2020-S42;380;39;106081
60;2020-S42;370;49;111306
60;2020-S42;256;59;110477
60;2020-S42;168;69;95477
60;2020-S42;96;79;60846
60;2020-S42;41;89;31232
60;2020-S42;16;90;7937
60;2020-S42;2095;0;825077
60;2020-S43;58;09;105005
60;2020-S43;301;19;109771
60;2020-S43;443;29;86945
60;2020-S43;495;39;106081
60;2020-S43;484;49;111306
60;2020-S43;392;59;110477
60;2020-S43;218;69;95477
60;2020-S43;151;79;60846
60;2020-S43;108;89;31232
60;2020-S43;86;90;7937
60;2020-S43;2736;0;825077
60;2020-S44;105;09;105005
60;2020-S44;476;19;109771
60;2020-S44;572;29;86945
60;2020-S44;658;39;106081
60;2020-S44;618;49;111306
60;2020-S44;554;59;110477
60;2020-S44;327;69;95477
60;2020-S44;200;79;60846
60;2020-S44;135;89;31232
60;2020-S44;107;90;7937
60;2020-S44;3752;0;825077
60;2020-S45;148;09;105005
60;2020-S45;503;19;109771
60;2020-S45;526;29;86945
60;2020-S45;602;39;106081
60;2020-S45;573;49;111306
60;2020-S45;563;59;110477
60;2020-S45;313;69;95477
60;2020-S45;199;79;60846
60;2020-S45;129;89;31232
60;2020-S45;102;90;7937
60;2020-S45;3658;0;825077
60;2020-S46;87;09;105005
60;2020-S46;304;19;109771
60;2020-S46;287;29;86945
60;2020-S46;281;39;106081
60;2020-S46;314;49;111306
60;2020-S46;295;59;110477
60;2020-S46;202;69;95477
60;2020-S46;107;79;60846
60;2020-S46;78;89;31232
60;2020-S46;35;90;7937
60;2020-S46;1990;0;825077
60;2020-S47;56;09;105005
60;2020-S47;232;19;109771
60;2020-S47;171;29;86945
60;2020-S47;157;39;106081
60;2020-S47;214;49;111306
60;2020-S47;185;59;110477
60;2020-S47;110;69;95477
60;2020-S47;110;79;60846
60;2020-S47;69;89;31232
60;2020-S47;56;90;7937
60;2020-S47;1360;0;825077
60;2020-S48;32;09;105005
60;2020-S48;135;19;109771
60;2020-S48;126;29;86945
60;2020-S48;147;39;106081
60;2020-S48;116;49;111306
60;2020-S48;138;59;110477
60;2020-S48;67;69;95477
60;2020-S48;68;79;60846
60;2020-S48;53;89;31232
60;2020-S48;50;90;7937
60;2020-S48;932;0;825077
60;2020-S49;27;09;105005
60;2020-S49;126;19;109771
60;2020-S49;97;29;86945
60;2020-S49;113;39;106081
60;2020-S49;116;49;111306
60;2020-S49;89;59;110477
60;2020-S49;45;69;95477
60;2020-S49;41;79;60846
60;2020-S49;56;89;31232
60;2020-S49;53;90;7937
60;2020-S49;763;0;825077
60;2020-S50;41;09;105005
60;2020-S50;117;19;109771
60;2020-S50;121;29;86945
60;2020-S50;135;39;106081
60;2020-S50;128;49;111306
60;2020-S50;115;59;110477
60;2020-S50;74;69;95477
60;2020-S50;62;79;60846
60;2020-S50;61;89;31232
60;2020-S50;43;90;7937
60;2020-S50;897;0;825077
60;2020-S51;23;09;105005
60;2020-S51;108;19;109771
60;2020-S51;135;29;86945
60;2020-S51;151;39;106081
60;2020-S51;155;49;111306
60;2020-S51;114;59;110477
60;2020-S51;88;69;95477
60;2020-S51;68;79;60846
60;2020-S51;57;89;31232
60;2020-S51;43;90;7937
60;2020-S51;943;0;825077
60;2020-S52;22;09;105005
60;2020-S52;96;19;109771
60;2020-S52;109;29;86945
60;2020-S52;144;39;106081
60;2020-S52;120;49;111306
60;2020-S52;111;59;110477
60;2020-S52;97;69;95477
60;2020-S52;61;79;60846
60;2020-S52;54;89;31232
60;2020-S52;23;90;7937
60;2020-S52;837;0;825077
60;2020-S53;22;09;105005
60;2020-S53;120;19;109771
60;2020-S53;167;29;86945
60;2020-S53;186;39;106081
60;2020-S53;151;49;111306
60;2020-S53;130;59;110477
60;2020-S53;106;69;95477
60;2020-S53;49;79;60846
60;2020-S53;57;89;31232
60;2020-S53;12;90;7937
60;2020-S53;1000;0;825077
61;2020-S21;0;09;27454
61;2020-S21;0;19;32376
61;2020-S21;5;29;23921
61;2020-S21;2;39;27860
61;2020-S21;3;49;32672
61;2020-S21;1;59;38069
61;2020-S21;3;69;40286
61;2020-S21;1;79;29441
61;2020-S21;7;89;19119
61;2020-S21;3;90;5705
61;2020-S21;25;0;276903
61;2020-S22;1;09;27454
61;2020-S22;1;19;32376
61;2020-S22;1;29;23921
61;2020-S22;0;39;27860
61;2020-S22;0;49;32672
61;2020-S22;1;59;38069
61;2020-S22;2;69;40286
61;2020-S22;0;79;29441
61;2020-S22;4;89;19119
61;2020-S22;2;90;5705
61;2020-S22;12;0;276903
61;2020-S23;0;09;27454
61;2020-S23;0;19;32376
61;2020-S23;2;29;23921
61;2020-S23;1;39;27860
61;2020-S23;1;49;32672
61;2020-S23;1;59;38069
61;2020-S23;0;69;40286
61;2020-S23;0;79;29441
61;2020-S23;3;89;19119
61;2020-S23;1;90;5705
61;2020-S23;9;0;276903
61;2020-S24;0;09;27454
61;2020-S24;1;19;32376
61;2020-S24;0;29;23921
61;2020-S24;1;39;27860
61;2020-S24;2;49;32672
61;2020-S24;0;59;38069
61;2020-S24;2;69;40286
61;2020-S24;0;79;29441
61;2020-S24;1;89;19119
61;2020-S24;0;90;5705
61;2020-S24;7;0;276903
61;2020-S25;0;09;27454
61;2020-S25;0;19;32376
61;2020-S25;1;29;23921
61;2020-S25;1;39;27860
61;2020-S25;5;49;32672
61;2020-S25;1;59;38069
61;2020-S25;5;69;40286
61;2020-S25;2;79;29441
61;2020-S25;2;89;19119
61;2020-S25;1;90;5705
61;2020-S25;18;0;276903
61;2020-S26;0;09;27454
61;2020-S26;1;19;32376
61;2020-S26;2;29;23921
61;2020-S26;1;39;27860
61;2020-S26;0;49;32672
61;2020-S26;0;59;38069
61;2020-S26;0;69;40286
61;2020-S26;2;79;29441
61;2020-S26;0;89;19119
61;2020-S26;1;90;5705
61;2020-S26;7;0;276903
61;2020-S27;0;09;27454
61;2020-S27;1;19;32376
61;2020-S27;2;29;23921
61;2020-S27;0;39;27860
61;2020-S27;1;49;32672
61;2020-S27;0;59;38069
61;2020-S27;2;69;40286
61;2020-S27;2;79;29441
61;2020-S27;1;89;19119
61;2020-S27;0;90;5705
61;2020-S27;9;0;276903
61;2020-S28;0;09;27454
61;2020-S28;1;19;32376
61;2020-S28;3;29;23921
61;2020-S28;1;39;27860
61;2020-S28;2;49;32672
61;2020-S28;0;59;38069
61;2020-S28;0;69;40286
61;2020-S28;1;79;29441
61;2020-S28;1;89;19119
61;2020-S28;0;90;5705
61;2020-S28;9;0;276903
61;2020-S29;1;09;27454
61;2020-S29;0;19;32376
61;2020-S29;0;29;23921
61;2020-S29;1;39;27860
61;2020-S29;0;49;32672
61;2020-S29;0;59;38069
61;2020-S29;2;69;40286
61;2020-S29;1;79;29441
61;2020-S29;2;89;19119
61;2020-S29;1;90;5705
61;2020-S29;8;0;276903
61;2020-S30;0;09;27454
61;2020-S30;0;19;32376
61;2020-S30;0;29;23921
61;2020-S30;0;39;27860
61;2020-S30;1;49;32672
61;2020-S30;1;59;38069
61;2020-S30;1;69;40286
61;2020-S30;1;79;29441
61;2020-S30;0;89;19119
61;2020-S30;0;90;5705
61;2020-S30;4;0;276903
61;2020-S31;0;09;27454
61;2020-S31;0;19;32376
61;2020-S31;1;29;23921
61;2020-S31;1;39;27860
61;2020-S31;0;49;32672
61;2020-S31;2;59;38069
61;2020-S31;0;69;40286
61;2020-S31;2;79;29441
61;2020-S31;0;89;19119
61;2020-S31;0;90;5705
61;2020-S31;6;0;276903
61;2020-S32;0;09;27454
61;2020-S32;0;19;32376
61;2020-S32;3;29;23921
61;2020-S32;1;39;27860
61;2020-S32;2;49;32672
61;2020-S32;2;59;38069
61;2020-S32;4;69;40286
61;2020-S32;1;79;29441
61;2020-S32;0;89;19119
61;2020-S32;0;90;5705
61;2020-S32;13;0;276903
61;2020-S33;2;09;27454
61;2020-S33;2;19;32376
61;2020-S33;7;29;23921
61;2020-S33;6;39;27860
61;2020-S33;4;49;32672
61;2020-S33;5;59;38069
61;2020-S33;0;69;40286
61;2020-S33;1;79;29441
61;2020-S33;2;89;19119
61;2020-S33;0;90;5705
61;2020-S33;29;0;276903
61;2020-S34;0;09;27454
61;2020-S34;6;19;32376
61;2020-S34;5;29;23921
61;2020-S34;0;39;27860
61;2020-S34;3;49;32672
61;2020-S34;3;59;38069
61;2020-S34;2;69;40286
61;2020-S34;2;79;29441
61;2020-S34;2;89;19119
61;2020-S34;0;90;5705
61;2020-S34;23;0;276903
61;2020-S35;2;09;27454
61;2020-S35;1;19;32376
61;2020-S35;11;29;23921
61;2020-S35;3;39;27860
61;2020-S35;6;49;32672
61;2020-S35;4;59;38069
61;2020-S35;3;69;40286
61;2020-S35;2;79;29441
61;2020-S35;0;89;19119
61;2020-S35;0;90;5705
61;2020-S35;32;0;276903
61;2020-S36;0;09;27454
61;2020-S36;6;19;32376
61;2020-S36;11;29;23921
61;2020-S36;4;39;27860
61;2020-S36;3;49;32672
61;2020-S36;2;59;38069
61;2020-S36;5;69;40286
61;2020-S36;3;79;29441
61;2020-S36;0;89;19119
61;2020-S36;1;90;5705
61;2020-S36;35;0;276903
61;2020-S37;4;09;27454
61;2020-S37;8;19;32376
61;2020-S37;21;29;23921
61;2020-S37;12;39;27860
61;2020-S37;8;49;32672
61;2020-S37;11;59;38069
61;2020-S37;13;69;40286
61;2020-S37;3;79;29441
61;2020-S37;0;89;19119
61;2020-S37;0;90;5705
61;2020-S37;80;0;276903
61;2020-S38;5;09;27454
61;2020-S38;16;19;32376
61;2020-S38;23;29;23921
61;2020-S38;13;39;27860
61;2020-S38;17;49;32672
61;2020-S38;20;59;38069
61;2020-S38;13;69;40286
61;2020-S38;14;79;29441
61;2020-S38;6;89;19119
61;2020-S38;7;90;5705
61;2020-S38;134;0;276903
61;2020-S39;1;09;27454
61;2020-S39;15;19;32376
61;2020-S39;16;29;23921
61;2020-S39;11;39;27860
61;2020-S39;12;49;32672
61;2020-S39;15;59;38069
61;2020-S39;18;69;40286
61;2020-S39;10;79;29441
61;2020-S39;13;89;19119
61;2020-S39;5;90;5705
61;2020-S39;116;0;276903
61;2020-S40;5;09;27454
61;2020-S40;13;19;32376
61;2020-S40;25;29;23921
61;2020-S40;23;39;27860
61;2020-S40;16;49;32672
61;2020-S40;32;59;38069
61;2020-S40;20;69;40286
61;2020-S40;12;79;29441
61;2020-S40;22;89;19119
61;2020-S40;17;90;5705
61;2020-S40;185;0;276903
61;2020-S41;4;09;27454
61;2020-S41;26;19;32376
61;2020-S41;26;29;23921
61;2020-S41;25;39;27860
61;2020-S41;34;49;32672
61;2020-S41;30;59;38069
61;2020-S41;46;69;40286
61;2020-S41;26;79;29441
61;2020-S41;28;89;19119
61;2020-S41;28;90;5705
61;2020-S41;273;0;276903
61;2020-S42;2;09;27454
61;2020-S42;22;19;32376
61;2020-S42;38;29;23921
61;2020-S42;31;39;27860
61;2020-S42;31;49;32672
61;2020-S42;49;59;38069
61;2020-S42;36;69;40286
61;2020-S42;19;79;29441
61;2020-S42;25;89;19119
61;2020-S42;4;90;5705
61;2020-S42;257;0;276903
61;2020-S43;9;09;27454
61;2020-S43;30;19;32376
61;2020-S43;60;29;23921
61;2020-S43;60;39;27860
61;2020-S43;54;49;32672
61;2020-S43;79;59;38069
61;2020-S43;98;69;40286
61;2020-S43;52;79;29441
61;2020-S43;29;89;19119
61;2020-S43;20;90;5705
61;2020-S43;491;0;276903
61;2020-S44;23;09;27454
61;2020-S44;83;19;32376
61;2020-S44;116;29;23921
61;2020-S44;100;39;27860
61;2020-S44;100;49;32672
61;2020-S44;132;59;38069
61;2020-S44;145;69;40286
61;2020-S44;93;79;29441
61;2020-S44;75;89;19119
61;2020-S44;43;90;5705
61;2020-S44;910;0;276903
61;2020-S45;16;09;27454
61;2020-S45;83;19;32376
61;2020-S45;84;29;23921
61;2020-S45;125;39;27860
61;2020-S45;119;49;32672
61;2020-S45;137;59;38069
61;2020-S45;106;69;40286
61;2020-S45;89;79;29441
61;2020-S45;70;89;19119
61;2020-S45;29;90;5705
61;2020-S45;858;0;276903
61;2020-S46;20;09;27454
61;2020-S46;78;19;32376
61;2020-S46;62;29;23921
61;2020-S46;66;39;27860
61;2020-S46;102;49;32672
61;2020-S46;91;59;38069
61;2020-S46;68;69;40286
61;2020-S46;48;79;29441
61;2020-S46;84;89;19119
61;2020-S46;56;90;5705
61;2020-S46;675;0;276903
61;2020-S47;19;09;27454
61;2020-S47;69;19;32376
61;2020-S47;68;29;23921
61;2020-S47;67;39;27860
61;2020-S47;87;49;32672
61;2020-S47;73;59;38069
61;2020-S47;46;69;40286
61;2020-S47;46;79;29441
61;2020-S47;50;89;19119
61;2020-S47;23;90;5705
61;2020-S47;548;0;276903
61;2020-S48;13;09;27454
61;2020-S48;45;19;32376
61;2020-S48;42;29;23921
61;2020-S48;43;39;27860
61;2020-S48;49;49;32672
61;2020-S48;63;59;38069
61;2020-S48;50;69;40286
61;2020-S48;38;79;29441
61;2020-S48;49;89;19119
61;2020-S48;25;90;5705
61;2020-S48;417;0;276903
61;2020-S49;10;09;27454
61;2020-S49;16;19;32376
61;2020-S49;50;29;23921
61;2020-S49;47;39;27860
61;2020-S49;42;49;32672
61;2020-S49;47;59;38069
61;2020-S49;28;69;40286
61;2020-S49;33;79;29441
61;2020-S49;49;89;19119
61;2020-S49;31;90;5705
61;2020-S49;353;0;276903
61;2020-S50;20;09;27454
61;2020-S50;32;19;32376
61;2020-S50;76;29;23921
61;2020-S50;59;39;27860
61;2020-S50;63;49;32672
61;2020-S50;77;59;38069
61;2020-S50;42;69;40286
61;2020-S50;47;79;29441
61;2020-S50;68;89;19119
61;2020-S50;50;90;5705
61;2020-S50;534;0;276903
61;2020-S51;16;09;27454
61;2020-S51;50;19;32376
61;2020-S51;57;29;23921
61;2020-S51;75;39;27860
61;2020-S51;79;49;32672
61;2020-S51;81;59;38069
61;2020-S51;40;69;40286
61;2020-S51;48;79;29441
61;2020-S51;53;89;19119
61;2020-S51;39;90;5705
61;2020-S51;538;0;276903
61;2020-S52;17;09;27454
61;2020-S52;47;19;32376
61;2020-S52;52;29;23921
61;2020-S52;57;39;27860
61;2020-S52;70;49;32672
61;2020-S52;74;59;38069
61;2020-S52;57;69;40286
61;2020-S52;35;79;29441
61;2020-S52;35;89;19119
61;2020-S52;17;90;5705
61;2020-S52;461;0;276903
61;2020-S53;14;09;27454
61;2020-S53;49;19;32376
61;2020-S53;70;29;23921
61;2020-S53;68;39;27860
61;2020-S53;64;49;32672
61;2020-S53;83;59;38069
61;2020-S53;58;69;40286
61;2020-S53;44;79;29441
61;2020-S53;53;89;19119
61;2020-S53;26;90;5705
61;2020-S53;529;0;276903
62;2020-S21;5;09;175077
62;2020-S21;11;19;192152
62;2020-S21;5;29;155051
62;2020-S21;13;39;181223
62;2020-S21;14;49;185396
62;2020-S21;10;59;188804
62;2020-S21;11;69;181141
62;2020-S21;7;79;113951
62;2020-S21;5;89;64319
62;2020-S21;5;90;15664
62;2020-S21;86;0;1452778
62;2020-S22;3;09;175077
62;2020-S22;2;19;192152
62;2020-S22;9;29;155051
62;2020-S22;7;39;181223
62;2020-S22;7;49;185396
62;2020-S22;6;59;188804
62;2020-S22;5;69;181141
62;2020-S22;8;79;113951
62;2020-S22;3;89;64319
62;2020-S22;1;90;15664
62;2020-S22;51;0;1452778
62;2020-S23;8;09;175077
62;2020-S23;7;19;192152
62;2020-S23;8;29;155051
62;2020-S23;14;39;181223
62;2020-S23;13;49;185396
62;2020-S23;7;59;188804
62;2020-S23;12;69;181141
62;2020-S23;5;79;113951
62;2020-S23;5;89;64319
62;2020-S23;6;90;15664
62;2020-S23;85;0;1452778
62;2020-S24;5;09;175077
62;2020-S24;3;19;192152
62;2020-S24;5;29;155051
62;2020-S24;9;39;181223
62;2020-S24;4;49;185396
62;2020-S24;7;59;188804
62;2020-S24;4;69;181141
62;2020-S24;7;79;113951
62;2020-S24;2;89;64319
62;2020-S24;5;90;15664
62;2020-S24;51;0;1452778
62;2020-S25;2;09;175077
62;2020-S25;6;19;192152
62;2020-S25;9;29;155051
62;2020-S25;3;39;181223
62;2020-S25;7;49;185396
62;2020-S25;5;59;188804
62;2020-S25;3;69;181141
62;2020-S25;4;79;113951
62;2020-S25;8;89;64319
62;2020-S25;0;90;15664
62;2020-S25;47;0;1452778
62;2020-S26;1;09;175077
62;2020-S26;11;19;192152
62;2020-S26;8;29;155051
62;2020-S26;10;39;181223
62;2020-S26;6;49;185396
62;2020-S26;2;59;188804
62;2020-S26;7;69;181141
62;2020-S26;4;79;113951
62;2020-S26;7;89;64319
62;2020-S26;1;90;15664
62;2020-S26;57;0;1452778
62;2020-S27;5;09;175077
62;2020-S27;13;19;192152
62;2020-S27;7;29;155051
62;2020-S27;9;39;181223
62;2020-S27;8;49;185396
62;2020-S27;7;59;188804
62;2020-S27;0;69;181141
62;2020-S27;3;79;113951
62;2020-S27;2;89;64319
62;2020-S27;0;90;15664
62;2020-S27;54;0;1452778
62;2020-S28;1;09;175077
62;2020-S28;2;19;192152
62;2020-S28;3;29;155051
62;2020-S28;4;39;181223
62;2020-S28;2;49;185396
62;2020-S28;4;59;188804
62;2020-S28;3;69;181141
62;2020-S28;7;79;113951
62;2020-S28;1;89;64319
62;2020-S28;0;90;15664
62;2020-S28;27;0;1452778
62;2020-S29;13;09;175077
62;2020-S29;11;19;192152
62;2020-S29;7;29;155051
62;2020-S29;7;39;181223
62;2020-S29;11;49;185396
62;2020-S29;1;59;188804
62;2020-S29;6;69;181141
62;2020-S29;2;79;113951
62;2020-S29;5;89;64319
62;2020-S29;0;90;15664
62;2020-S29;63;0;1452778
62;2020-S30;2;09;175077
62;2020-S30;6;19;192152
62;2020-S30;14;29;155051
62;2020-S30;7;39;181223
62;2020-S30;8;49;185396
62;2020-S30;8;59;188804
62;2020-S30;3;69;181141
62;2020-S30;1;79;113951
62;2020-S30;4;89;64319
62;2020-S30;2;90;15664
62;2020-S30;55;0;1452778
62;2020-S31;3;09;175077
62;2020-S31;18;19;192152
62;2020-S31;10;29;155051
62;2020-S31;18;39;181223
62;2020-S31;21;49;185396
62;2020-S31;13;59;188804
62;2020-S31;9;69;181141
62;2020-S31;9;79;113951
62;2020-S31;4;89;64319
62;2020-S31;0;90;15664
62;2020-S31;105;0;1452778
62;2020-S32;3;09;175077
62;2020-S32;10;19;192152
62;2020-S32;21;29;155051
62;2020-S32;22;39;181223
62;2020-S32;14;49;185396
62;2020-S32;11;59;188804
62;2020-S32;12;69;181141
62;2020-S32;6;79;113951
62;2020-S32;8;89;64319
62;2020-S32;5;90;15664
62;2020-S32;112;0;1452778
62;2020-S33;4;09;175077
62;2020-S33;15;19;192152
62;2020-S33;28;29;155051
62;2020-S33;14;39;181223
62;2020-S33;21;49;185396
62;2020-S33;25;59;188804
62;2020-S33;12;69;181141
62;2020-S33;15;79;113951
62;2020-S33;5;89;64319
62;2020-S33;5;90;15664
62;2020-S33;144;0;1452778
62;2020-S34;6;09;175077
62;2020-S34;18;19;192152
62;2020-S34;44;29;155051
62;2020-S34;40;39;181223
62;2020-S34;35;49;185396
62;2020-S34;15;59;188804
62;2020-S34;14;69;181141
62;2020-S34;10;79;113951
62;2020-S34;10;89;64319
62;2020-S34;2;90;15664
62;2020-S34;194;0;1452778
62;2020-S35;10;09;175077
62;2020-S35;47;19;192152
62;2020-S35;76;29;155051
62;2020-S35;46;39;181223
62;2020-S35;28;49;185396
62;2020-S35;43;59;188804
62;2020-S35;21;69;181141
62;2020-S35;18;79;113951
62;2020-S35;3;89;64319
62;2020-S35;4;90;15664
62;2020-S35;296;0;1452778
62;2020-S36;30;09;175077
62;2020-S36;217;19;192152
62;2020-S36;343;29;155051
62;2020-S36;149;39;181223
62;2020-S36;127;49;185396
62;2020-S36;114;59;188804
62;2020-S36;55;69;181141
62;2020-S36;36;79;113951
62;2020-S36;19;89;64319
62;2020-S36;11;90;15664
62;2020-S36;1101;0;1452778
62;2020-S37;66;09;175077
62;2020-S37;273;19;192152
62;2020-S37;480;29;155051
62;2020-S37;202;39;181223
62;2020-S37;179;49;185396
62;2020-S37;179;59;188804
62;2020-S37;84;69;181141
62;2020-S37;48;79;113951
62;2020-S37;23;89;64319
62;2020-S37;7;90;15664
62;2020-S37;1541;0;1452778
62;2020-S38;66;09;175077
62;2020-S38;302;19;192152
62;2020-S38;374;29;155051
62;2020-S38;217;39;181223
62;2020-S38;274;49;185396
62;2020-S38;246;59;188804
62;2020-S38;122;69;181141
62;2020-S38;72;79;113951
62;2020-S38;50;89;64319
62;2020-S38;6;90;15664
62;2020-S38;1729;0;1452778
62;2020-S39;46;09;175077
62;2020-S39;271;19;192152
62;2020-S39;297;29;155051
62;2020-S39;203;39;181223
62;2020-S39;232;49;185396
62;2020-S39;220;59;188804
62;2020-S39;122;69;181141
62;2020-S39;86;79;113951
62;2020-S39;54;89;64319
62;2020-S39;10;90;15664
62;2020-S39;1541;0;1452778
62;2020-S40;37;09;175077
62;2020-S40;243;19;192152
62;2020-S40;343;29;155051
62;2020-S40;225;39;181223
62;2020-S40;277;49;185396
62;2020-S40;245;59;188804
62;2020-S40;185;69;181141
62;2020-S40;94;79;113951
62;2020-S40;51;89;64319
62;2020-S40;18;90;15664
62;2020-S40;1719;0;1452778
62;2020-S41;47;09;175077
62;2020-S41;305;19;192152
62;2020-S41;435;29;155051
62;2020-S41;418;39;181223
62;2020-S41;397;49;185396
62;2020-S41;364;59;188804
62;2020-S41;239;69;181141
62;2020-S41;123;79;113951
62;2020-S41;89;89;64319
62;2020-S41;40;90;15664
62;2020-S41;2457;0;1452778
62;2020-S42;107;09;175077
62;2020-S42;447;19;192152
62;2020-S42;599;29;155051
62;2020-S42;595;39;181223
62;2020-S42;588;49;185396
62;2020-S42;501;59;188804
62;2020-S42;372;69;181141
62;2020-S42;213;79;113951
62;2020-S42;150;89;64319
62;2020-S42;59;90;15664
62;2020-S42;3631;0;1452778
62;2020-S43;150;09;175077
62;2020-S43;655;19;192152
62;2020-S43;924;29;155051
62;2020-S43;1004;39;181223
62;2020-S43;1019;49;185396
62;2020-S43;904;59;188804
62;2020-S43;655;69;181141
62;2020-S43;434;79;113951
62;2020-S43;273;89;64319
62;2020-S43;124;90;15664
62;2020-S43;6143;0;1452778
62;2020-S44;225;09;175077
62;2020-S44;1005;19;192152
62;2020-S44;1195;29;155051
62;2020-S44;1304;39;181223
62;2020-S44;1414;49;185396
62;2020-S44;1262;59;188804
62;2020-S44;920;69;181141
62;2020-S44;577;79;113951
62;2020-S44;327;89;64319
62;2020-S44;132;90;15664
62;2020-S44;8362;0;1452778
62;2020-S45;307;09;175077
62;2020-S45;1040;19;192152
62;2020-S45;1016;29;155051
62;2020-S45;1152;39;181223
62;2020-S45;1160;49;185396
62;2020-S45;1170;59;188804
62;2020-S45;920;69;181141
62;2020-S45;525;79;113951
62;2020-S45;362;89;64319
62;2020-S45;162;90;15664
62;2020-S45;7815;0;1452778
62;2020-S46;219;09;175077
62;2020-S46;656;19;192152
62;2020-S46;646;29;155051
62;2020-S46;666;39;181223
62;2020-S46;731;49;185396
62;2020-S46;739;59;188804
62;2020-S46;485;69;181141
62;2020-S46;334;79;113951
62;2020-S46;300;89;64319
62;2020-S46;154;90;15664
62;2020-S46;4932;0;1452778
62;2020-S47;123;09;175077
62;2020-S47;435;19;192152
62;2020-S47;362;29;155051
62;2020-S47;390;39;181223
62;2020-S47;454;49;185396
62;2020-S47;425;59;188804
62;2020-S47;317;69;181141
62;2020-S47;219;79;113951
62;2020-S47;235;89;64319
62;2020-S47;125;90;15664
62;2020-S47;3085;0;1452778
62;2020-S48;64;09;175077
62;2020-S48;211;19;192152
62;2020-S48;242;29;155051
62;2020-S48;233;39;181223
62;2020-S48;247;49;185396
62;2020-S48;251;59;188804
62;2020-S48;185;69;181141
62;2020-S48;149;79;113951
62;2020-S48;158;89;64319
62;2020-S48;95;90;15664
62;2020-S48;1835;0;1452778
62;2020-S49;58;09;175077
62;2020-S49;188;19;192152
62;2020-S49;214;29;155051
62;2020-S49;225;39;181223
62;2020-S49;241;49;185396
62;2020-S49;234;59;188804
62;2020-S49;161;69;181141
62;2020-S49;152;79;113951
62;2020-S49;184;89;64319
62;2020-S49;126;90;15664
62;2020-S49;1784;0;1452778
62;2020-S50;65;09;175077
62;2020-S50;175;19;192152
62;2020-S50;265;29;155051
62;2020-S50;293;39;181223
62;2020-S50;279;49;185396
62;2020-S50;271;59;188804
62;2020-S50;199;69;181141
62;2020-S50;139;79;113951
62;2020-S50;154;89;64319
62;2020-S50;101;90;15664
