cle_unique;emplacement_source;datetime_ingestion;privacy_level;nom_entreprise;site_web;taille;date_fondation;secteur;revenu;type_entreprise
243018475894049222312587579634720184412;13791-INFO-SOC-GLASSDOOR-E116383_P1.html;2021-03-21 11:49:29;0;GFI; 28;www.gfi.su;De 51 à 200 employés; Inconnu; Jeux vidéo; Ne sait pas / non applicable par an; Entreprise non cotée en bourse
164987219029921383384498501595775622752;13709-INFO-SOC-GLASSDOOR-E1365869_P1.html;2021-03-21 11:49:29;0;Groupe Crédit Agricole du Maroc; 18;www.creditagricole.ma/pages/default.aspx;De 501 à 1 000 employés; Inconnu; Banques et organismes de crédit; Ne sait pas / non applicable; Entreprise cotée en bourse
17393622553267801920707219934666352620;13575-INFO-SOC-GLASSDOOR-E1922609_P1.html;2021-03-21 11:49:29;0;Multimedia France Productions; 1;www.mfptv.fr;De 51 à 200 employés; Inconnu; Inconnu; Ne sait pas / non applicable par an; Inconnu
296598673007029904014651795091092492795;13787-INFO-SOC-GLASSDOOR-E35333_P1.html;2021-03-21 11:49:29;0;GFI Group; 86;www.gfigroup.com;De 1 001 à 5 000 employés; 1987; Services de courtage; Entre 500 millions et 1 milliard € (EUR) par an; Entreprise cotée en bourse (GFIG) 
313903373282368832922222659020482906490;13718-INFO-SOC-GLASSDOOR-E1881876_P1.html;2021-03-21 11:49:30;0;CITECH; 2;www.citech.pro;De 51 à 200 employés; 2013; Services informatiques; Entre 1 et 5 millions € (EUR) par an; Cabinet / Société du secteur privé
203766063367049124607277200157537642854;13646-INFO-SOC-GLASSDOOR-E3489_P1.html;2021-03-21 11:49:30;0;LVMH; 556;www.lvmh.fr;Plus de 10 000 employés; 1987; Autres magasins de détail; Entre 5 et 10 milliards € (EUR) par an; Entreprise cotée en bourse (MC) 
99550679302071211674163623789822007356;13621-INFO-SOC-GLASSDOOR-E1178969_P1.html;2021-03-21 11:49:30;0;Morgan Philips Group; 9;www.morganphilipsgroup.com;De 51 à 200 employés; Inconnu; Inconnu; Ne sait pas / non applicable par an; Entreprise non cotée en bourse
225231333021872291656669988093421181008;13650-INFO-SOC-GLASSDOOR-E809243_P1.html;2021-03-21 11:49:30;0;ITS; 44;www.innovativetargeting.com;De 1 à 50 employés; 2008; Biotechnologies et pharmaceutique; Moins d&#039;1 million € (EUR) par an; Entreprise non cotée en bourse
34410961131398349903129280764437311225;13629-INFO-SOC-GLASSDOOR-E474142_P1.html;2021-03-21 11:49:30;0;CRIM (Computer Research Institute of Montreal); 6;www.crim.ca;Inconnu; Inconnu; Recherche et développement; Ne sait pas / non applicable par an; Autre organisation
95812304026680289143810569406315579850;13638-INFO-SOC-GLASSDOOR-E1481570_P1.html;2021-03-21 11:49:30;0;ALTRAD Group; 17;www.altrad.com;De 1 001 à 5 000 employés; Inconnu; Inconnu; Ne sait pas / non applicable par an; Entreprise non cotée en bourse
25220137703349460451156925733325277071;13795-INFO-SOC-GLASSDOOR-E231247_P1.html;2021-03-21 11:49:30;0;ACCEO Solutions; 27;www.acceo.com;De 501 à 1 000 employés; 1988; Solutions logicielles et réseau d'entreprise; Entre 100 et 500 millions € (EUR) par an; Entreprise non cotée en bourse
101060371462679878100075495949195900440;13652-INFO-SOC-GLASSDOOR-E788645_P1.html;2021-03-21 11:49:30;0;ITS Group; 53;www.itsgroup.com;De 1 001 à 5 000 employés; 1997; Services informatiques; Entre 100 et 500 millions € (EUR) par an; Entreprise cotée en bourse
215179840992349704884767516187663311931;13626-INFO-SOC-GLASSDOOR-E3765_P1.html;2021-03-21 11:49:31;0;BMO Financial Group; 3,0k;www.bmo.com;Plus de 10 000 employés; 1817; Banques et organismes de crédit; Entre 5 et 10 milliards € (EUR) par an; Entreprise cotée en bourse (BMO) 
190135423243797294810526938360964814555;13554-INFO-SOC-GLASSDOOR-E855284_P1.html;2021-03-21 11:49:31;0;Atos Medical; 37;www.atosmedical.com;De 51 à 200 employés; 2000; Fabrication de produits de soins de santé; Entre 10 et 25 millions € (EUR) par an; Filiale ou unité d'exploitation
91494661572096760301123528105542243963;13587-INFO-SOC-GLASSDOOR-E1838_P1.html;2021-03-21 11:49:31;0;Robert Half; 7,0k;www.roberthalf.com;Plus de 10 000 employés; 1948; Recrutement et sous-traitance; Entre 2 et 5 milliards € (EUR) par an; Entreprise cotée en bourse (RHI) 
242660144253643811574880796808627482145;13648-INFO-SOC-GLASSDOOR-E1137726_P1.html;2021-03-21 11:49:31;0;Sparklane; 16;www.sparklane-group.com;De 1 à 50 employés; 2009; Solutions logicielles et réseau d'entreprise; Ne sait pas / non applicable; Inconnu
97011009067745817811512684264544947462;13628-INFO-SOC-GLASSDOOR-E235643_P1.html;2021-03-21 11:49:31;0;University of Montreal; 146;www.umontreal.ca;De 5 001 à 10 000 employés; Inconnu; Enseignement supérieur et universités; Ne sait pas / non applicable; Enseignement supérieur/universitaire
122559682187935671263483969040435083518;13558-INFO-SOC-GLASSDOOR-E6162_P1.html;2021-03-21 11:49:31;0;Dassault Systemes; 1,2k;www.3ds.com;Plus de 10 000 employés; 1981; Matériel et logiciels informatiques; Entre 2 et 5 milliards € (EUR) par an; Entreprise cotée en bourse (DASTY) 
94666099583785934753283441228268185419;13801-INFO-SOC-GLASSDOOR-E736804_P1.html;2021-03-21 11:49:31;0;La Redoute; 40;www.laredoute.gr;De 1 001 à 5 000 employés; Inconnu; Autres magasins de détail; Entre 500 millions et 1 milliard € (EUR) par an; Entreprise non cotée en bourse
42658592506759600076860660185670925254;13732-INFO-SOC-GLASSDOOR-E158808_P1.html;2021-03-21 11:49:31;0;Keyrus Group; 407;www.keyrus.com;De 1 001 à 5 000 employés; 1996; Services informatiques; Entre 100 et 500 millions € (EUR) par an; Entreprise cotée en bourse (KEY.PA) 
255918337264348290588632776765495750209;13619-INFO-SOC-GLASSDOOR-E800152_P1.html;2021-03-21 11:49:32;0;SoLocal Group; 99;www.solocalgroup.com;De 1 001 à 5 000 employés; Inconnu; Services de télécommunications; Entre 500 millions et 1 milliard € (EUR) par an; Entreprise non cotée en bourse
139922855374568091545640290613860006374;13767-INFO-SOC-GLASSDOOR-E1387356_P1.html;2021-03-21 11:49:32;0;Openfield Live; 3;www.openfieldlive.com;De 1 à 50 employés; Inconnu; Inconnu; Ne sait pas / non applicable par an; Cabinet / Société du secteur privé
